Date,Description,Totals,Conakry,Gueckedou,Macenta,Dabola,Kissidougou,Dinguiraye,Telimele,Boffa,Kouroussa,Siguiri,Pita,Mzerekore,Yomou,Dubreka,Forecariah,Kerouane,Coyah,Dalaba,Beyla,Kindia,Lola
2014-09-22,New cases of suspects,5,3,2,,,,,,,,,,,,,,,,,,,
2014-09-22,New cases of probables,0,,,,,,,,,,,,,,,,,,,,,
2014-09-22,New cases of confirmed,14,3,2,7,,,,,,,,,,,,,,2,,,,
2014-09-22,Total new cases registered so far,19,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,
2014-09-22,Total cases of suspects,28,10,6,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,
2014-09-22,Total cases of probables,162,8,111,12,3,5,1,3,5,2,0,1,11,0,0,0,0,0,0,,0,
2014-09-22,Total cases of confirmed,832,136,239,303,1,3,0,23,19,2,6,6,19,11,21,9,22,9,2,,1,
2014-09-22,Cumulative (confirmed + probable + suspects),1022,154,356,325,4,8,1,26,24,4,6,8,30,11,21,10,22,9,2,,1,
2014-09-22,Total suspected non-class cases,838,299,259,144,3,7,0,18,20,2,9,18,10,4,19,12,9,4,1,,0,
2014-09-22,New deaths registered,3,,,3,,,,,,,,,,,,,,,,,,
2014-09-22,Total deaths of suspects,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-22,Total deaths of probables,162,8,111,12,3,5,1,3,5,2,0,1,11,0,0,0,0,0,0,,0,
2014-09-22,Total deaths of confirmed,468,58,183,161,1,2,0,7,11,2,3,2,9,5,7,7,5,5,0,,0,
2014-09-22,Total deaths (confirmed + probables + suspects),635,68,295,175,4,7,1,10,16,4,3,3,20,5,7,7,5,5,0,,0,
2014-09-22,Fatality rate for confirmed and probables,62%,44%,83%,54%,100%,88%,100%,38%,67%,100%,50%,38%,67%,45%,33%,70%,23%,56%,0%,,0,
2014-09-22,New cases of confirmed among health workers,0,,,,,,,,,,,,,,,,,,,,,
2014-09-22,Total case of confirmed among health workers,67,38,9,9,0,0,0,2,0,0,2,0,2,1,3,0,0,1,0,,0,
2014-09-22,New deaths registered among health workers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-22,Total deaths registered among health workers,35,18,6,7,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,,0,
2014-09-22,New admits to CTE so far,14,5,9,,,,,,,,,,,,,,,,,,,
2014-09-22,Total number of hospitalized cases in CTE,83,20,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-22,Total number of exits from CTE,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014-09-22,Total number of admissions to CTE,1418,482,869,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-22,New contacts registered so far,29,26,3,,,,,,,,,,,,,,,,,,,
2014-09-22,Total contacts registered from start date,10561,2994,3767,1370,69,159,0,259,397,94,141,140,264,56,341,145,215,116,34,,0,
2014-09-22,Number of contacts to follow today,2364,801,179,831,0,0,0,0,0,0,0,25,84,35,49,84,144,98,34,,,
2014-09-22,Number of contacts followed today,2307,756,173,855,0,0,0,0,0,0,0,25,83,30,49,74,144,98,20,,,
2014-09-22,Number of contacts out of the track 21 days,8100,2193,3588,539,69,159,0,259,397,94,141,115,84,21,292,61,71,17,0,,,
2014-09-22,Number of contacts lost to follow up,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,,,
2014-09-22,Number of samples collected today,33,13,20,,,,,,,,,,,,,,,,,,,
2014-09-22,Number of samples under test,0,0,0,,,,,,,,,,,,,,,,,,,
2014-09-22,Total samples tested,2609,1066,1543,,,,,,,,,,,,,,,,,,,
