Date,Description,Totals,Conakry,Gueckedou,Macenta,Dabola,Kissidougou,Dinguiraye,Telimele,Boffa,Kouroussa,Siguiri,Pita,Mzerekore,Yomou,Dubreka,Forecariah,Kerouane,Coyah,Dalaba,Beyla,Kindia,Lola
2014-09-26,New cases of suspects,2,,1,1,,,,,,,,,,,,,,,,,,
2014-09-26,New cases of probables,7,,,,,,,,,,,,5,,,2,,,,,,
2014-09-26,New cases of confirmed,10,7,,1,,,,,,,,,,,,,1,,1,,,
2014-09-26,Total new cases registered so far,19,7,1,2,0,0,0,0,0,0,0,0,5,0,0,2,1,0,1,0,0,
2014-09-26,Total cases of suspects,32,12,7,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,
2014-09-26,Total cases of probables,169,8,111,12,3,5,1,3,5,2,0,1,16,0,0,11,0,0,0,0,0,
2014-09-26,Total cases of confirmed,902,160,244,335,1,3,0,23,19,2,6,6,21,11,21,15,23,9,5,1,1,
2014-09-26,Cumulative (confirmed + probable + suspects),1103,180,362,357,4,8,1,26,24,4,6,8,37,11,21,12,23,9,5,1,1,
2014-09-26,Total suspected non-class cases,838,299,259,144,3,7,0,18,20,2,9,18,10,4,19,,9,4,1,0,0,
2014-09-26,New deaths registered,5,,,5,,,,,,,,,,,,,,,,,,
2014-09-26,Total deaths of suspects,169,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014-09-26,Total deaths of probables,494,8,111,12,3,5,1,3,5,2,0,1,16,0,0,2,0,0,0,0,0,
2014-09-26,Total deaths of confirmed,668,63,185,179,1,2,0,7,11,2,3,2,10,5,7,7,5,5,0,0,0,
2014-09-26,Total deaths (confirmed + probables + suspects),668,73,297,193,4,7,1,10,16,4,3,3,26,5,7,9,5,5,0,0,0,
2014-09-26,Fatality rate for confirmed and probables,61%,41%,82%,54%,100%,88%,100%,38%,67%,100%,50%,38%,70%,45%,33%,60%,22%,56%,0%,,0,
2014-09-26,New cases of confirmed among health workers,0,,,,,,,,,,,,,,,,,,,,,
2014-09-26,Total case of confirmed among health workers,67,38,9,9,0,0,0,2,0,0,2,0,2,1,3,0,0,1,0,0,0,
2014-09-26,New deaths registered among health workers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014-09-26,Total deaths registered among health workers,35,18,6,7,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,
2014-09-26,New admits to CTE so far,9,1,8,,,,,,,,,,,,,,,,,,,
2014-09-26,Total number of hospitalized cases in CTE,102,41,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014-09-26,Total number of exits from CTE,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014-09-26,Total number of admissions to CTE,1500,519,927,0,0,0,0,41,0,0,13,0,0,0,0,0,0,0,0,0,0,
2014-09-26,New contacts registered so far,33,,,31,,,,,,,,,2,,,,,,,,,
2014-09-26,Total contacts registered from start date,11404,3234,3809,1436,69,159,0,259,397,94,141,140,324,56,341,145,637,116,34,13,0,
2014-09-26,Number of contacts to follow today,2656,720,180,1139,0,0,0,0,0,0,0,0,139,0,49,84,200,98,34,13,0,
2014-09-26,Number of contacts followed today,2598,695,180,1131,0,0,0,0,0,0,0,0,138,0,49,74,200,98,20,13,0,
2014-09-26,Number of contacts out of the track 21 days,8747,2514,3629,297,69,159,0,259,397,94,141,140,185,56,292,61,437,17,0,0,0,
2014-09-26,Number of contacts lost to follow up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014-09-26,Number of samples collected today,30,16,14,0,,,,,,,,,,,,,,,,,,
2014-09-26,Number of samples under test,0,0,0,0,,,,,,,,,,,,,,,,,,
2014-09-26,Total samples tested,2760,1131,1629,0,,,,,,,,,,,,,,,,,,
