date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-10,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-10,new_noncase,0,9,0,0,0,0,0,1,0,0,0,1,5,3,19
2014-09-10,new_suspected,0,3,0,0,0,0,0,0,0,0,0,0,1,1,5
2014-09-10,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-10,new_confirmed,0,1,0,1,0,0,1,14,0,2,0,0,4,3,26
2014-09-10,cum_noncase,256,460,23,3,24,24,21,32,4,81,22,1,153,42,1146
2014-09-10,cum_suspected,18,24,36,0,0,1,1,5,1,7,2,0,7,3,105
2014-09-10,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-10,cum_confirmed,508,395,14,2,0,73,26,119,10,67,14,1,89,49,1367
2014-09-10,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-10,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-10,death_confirmed,183,206,2,1,0,6,2,16,1,16,6,1,3,2,445
2014-09-10,cfr,36,52.2,0,50,0,8.2,7.7,13.4,10,23.9,42.9,100,3.4,4.1,32.6
2014-09-10,etc_new_admission,0,9,,,,,,,,,,,,,
2014-09-10,etc_currently_admitted,61,54,,,,,,,,,,,,,
2014-09-10,etc_cum_admission,441,651,,,,,,,,,,,,,
2014-09-10,etc_new_deaths,7,1,,,,,,,,,,,,,
2014-09-10,etc_cum_deaths,217,184,,,,,,,,,,,,,
2014-09-10,etc_new_discharges,10,5,,,,,,,,,,,,,
2014-09-10,etc_cum_discharges,221,78,,,,,,,,,,,,,
2014-09-10,cum_contacts,1416,2483,157,68,,567,533,1514,333,592,206,84,767,183,8903
2014-09-10,cum_completed_contacts,1105,1821,80,12,,176,170,234,195,456,149,27,436,0,4861
2014-09-10,contacts_followed,155,589,77,56,,391,363,1297,137,136,57,57,331,181,3827
2014-09-10,new_contacts,19,52,0,38,,7,0,97,0,0,0,52,13,0,278
2014-09-10,contacts_healthy,155,578,71,55,,384,363,1155,137,86,51,57,331,181,3604
2014-09-10,contacts_ill,0,0,6,1,,4,0,3,0,8,6,0,0,0,28
2014-09-10,contacts_not_seen,0,11,0,0,,3,0,139,0,0,0,0,0,0,153
2014-09-10,new_completed_contacts,8,11,0,0,,6,17,51,41,42,12,0,0,0,188
2014-09-10,percent_seen,100%,98%,100%,100%,,99%,100%,89%,100%,69%,100%,100%,100%,100%,95%
