date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-26,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,
2014-08-26,new_noncase,12,4,0,0,0,0,0,0,0,0,0,0,4,0,
2014-08-26,new_suspected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2014-08-26,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014-08-26,new_confirmed,0,2,0,0,0,0,0,0,0,0,0,0,4,0,
2014-08-26,cum_noncase,236,392,18,2,17,17,13,17,2,74,16,0,85,13,
2014-08-26,cum_suspected,14,5,33,0,0,1,1,2,0,0,0,0,3,0,
2014-08-26,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,
2014-08-26,cum_confirmed,440,328,1,1,0,20,13,57,7,35,9,1,34,15,
2014-08-26,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,
2014-08-26,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,
2014-08-26,death_confirmed,180,157,0,0,0,2,1,2,0,15,4,0,2,0,
2014-08-26,cfr,40.9,47.9,0,0,0,10,0,3.5,0,42.9,44.4,0,5.9,0,
2014-08-26,etc_new_admission,8,-,,,,,,,,,,,,,
2014-08-26,etc_currently_admitted,68,-,,,,,,,,,,,,,
2014-08-26,etc_cum_admission,389,294,,,,,,,,,,,,,
2014-08-26,etc_new_deaths,3,-,,,,,,,,,,,,,
2014-08-26,etc_cum_deaths,158,180,,,,,,,,,,,,,
2014-08-26,etc_new_discharges,0,-,,,,,,,,,,,,,
2014-08-26,etc_cum_discharges,175,69,,,,,,,,,,,,,
2014-08-26,cum_contacts,1222,1659,53,12,0,417,341,691,127,422,144,26,546,86,5746
2014-08-26,cum_completed_contacts,1007,1202,38,0,0,77,11,88,66,245,55,26,140,0,2955
2014-08-26,contacts_followed,213,404,0,12,0,340,341,603,57,177,89,0,406,86,2728
2014-08-26,new_contacts,17,17,0,0,0,32,139,43,43,41,0,0,0,0,332
2014-08-26,contacts_healthy,211,371,0,0,0,331,340,572,57,174,89,0,406,86,2637
2014-08-26,contacts_ill,2,2,0,0,0,6,0,3,0,0,0,0,0,0,13
2014-08-26,contacts_not_seen,0,33,0,0,0,3,1,28,4,3,0,0,0,0,72
2014-08-26,new_completed_contacts,20,11,0,0,0,10,0,29,0,0,38,0,0,0,108
2014-08-26,percent_seen,100%,92%,NA,NA,NA,99%,99%,95%,100%,98%,100%,NA,100%,100%,97%
