date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-25,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-08-25,new_noncase,0,2,0,0,0,1,1,1,0,0,0,0,2,0,7
2014-08-25,new_suspected,0,1,0,0,0,0,1,1,0,0,0,0,2,0,5
2014-08-25,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-25,new_confirmed,0,6,0,0,0,3,2,3,2,0,0,0,1,3,20
2014-08-25,cum_noncase,224,388,18,2,17,17,13,17,2,74,16,0,81,13,882
2014-08-25,cum_suspected,14,5,33,0,0,1,1,2,0,0,0,0,2,0,58
2014-08-25,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-08-25,cum_confirmed,440,326,1,1,0,20,13,57,7,35,9,1,30,15,955
2014-08-25,death_suspected,4,1,1,0,0,0,0,1,0,0,0,0,1,0,8
2014-08-25,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-08-25,death_confirmed,180,154,0,0,0,2,1,2,0,10,4,0,2,0,355
2014-08-25,cfr,40.9,47.2,0,0,0,10,0,3.5,0,28.6,44.4,0,6.7,0,37.2
2014-08-25,etc_new_admission,13,-,,,,,,,,,,,,,
2014-08-25,etc_currently_admitted,58,-,,,,,,,,,,,,,
2014-08-25,etc_cum_admission,381,294,,,,,,,,,,,,,
2014-08-25,etc_new_deaths,5,-,,,,,,,,,,,,,
2014-08-25,etc_cum_deaths,155,180,,,,,,,,,,,,,
2014-08-25,etc_new_discharges,0,-,,,,,,,,,,,,,
2014-08-25,etc_cum_discharges,175,69,,,,,,,,,,,,,
2014-08-25,cum_contacts,1205,1602,53,12,0,385,213,648,84,381,132,26,543,74,5358
2014-08-25,cum_completed_contacts,987,1180,38,0,0,67,11,59,66,245,17,26,140,0,2836
2014-08-25,contacts_followed,271,413,0,12,0,318,202,589,17,136,15,0,403,74,2450
2014-08-25,new_contacts,18,0,0,0,0,27,0,0,0,31,0,0,0,0,76
2014-08-25,contacts_healthy,271,NR,0,0,0,312,194,570,17,130,0,0,403,74,1971
2014-08-25,contacts_ill,0,NR,0,0,0,1,0,0,0,0,0,0,0,0,1
2014-08-25,contacts_not_seen,0,NR,0,0,0,5,0,19,0,6,0,0,0,0,30
2014-08-25,new_completed_contacts,22,NR,0,0,0,3,0,0,4,64,0,0,0,0,93
2014-08-25,percent_seen,100%,NR,NR,NR,NR,98%,96%,100%,100%,95%,NA,NA,100%,100%,80%
