date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-27,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-08-27,new_noncase,3,0,0,0,0,1,2,0,0,0,1,0,0,2,9
2014-08-27,new_suspected,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3
2014-08-27,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-27,new_confirmed,8,4,0,0,0,3,1,0,0,0,0,0,3,8,27
2014-08-27,cum_noncase,239,392,18,2,17,18,15,17,2,74,17,0,85,15,911
2014-08-27,cum_suspected,14,7,33,0,0,1,1,2,0,0,0,0,3,1,62
2014-08-27,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-08-27,cum_confirmed,448,332,1,1,0,23,14,57,7,35,9,1,37,23,988
2014-08-27,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-08-27,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-08-27,death_confirmed,180,157,0,0,0,6,2,2,1,15,4,1,2,2,372
2014-08-27,cfr,40.2,47.3,0,0,0,26.1,14.3,3.5,14.3,42.9,44.4,100,5.4,8.7,37.7
2014-08-27,etc_new_admission,1,-,,,,,,,,,,,,,
2014-08-27,etc_currently_admitted,65,-,,,,,,,,,,,,,
2014-08-27,etc_cum_admission,390,294,,,,,,,,,,,,,
2014-08-27,etc_new_deaths,4,-,,,,,,,,,,,,,
2014-08-27,etc_cum_deaths,162,180,,,,,,,,,,,,,
2014-08-27,etc_new_discharges,0,-,,,,,,,,,,,,,
2014-08-27,etc_cum_discharges,175,69,,,,,,,,,,,,,
2014-08-27,cum_contacts,1247,1659,53,12,0,427,341,691,146,422,144,26,550,111,5829
2014-08-27,cum_completed_contacts,1017,1202,38,0,0,82,11,88,70,245,55,26,140,0,2974
2014-08-27,contacts_followed,241,404,0,12,0,345,341,603,76,177,89,0,550,111,2949
2014-08-27,new_contacts,25,0,0,0,0,10,0,0,19,0,0,0,4,25,83
2014-08-27,contacts_healthy,239,398,0,0,0,342,341,600,58,177,89,0,546,111,2901
2014-08-27,contacts_ill,2,1,0,0,0,2,0,0,0,0,0,0,4,0,9
2014-08-27,contacts_not_seen,0,5,0,0,0,1,0,3,18,0,0,0,0,0,27
2014-08-27,new_completed_contacts,10,0,0,0,0,1,0,3,18,0,0,0,0,0,32
2014-08-27,percent_seen,100%,98%,NA,NA,NA,99%,100%,98%,76%,100%,100%,NA,99%,100%,98%
