date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-01,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-01,new_noncase,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3
2014-09-01,new_suspected,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2014-09-01,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,new_confirmed,1,0,0,0,0,0,0,0,0,1,0,0,3,4,9
2014-09-01,cum_noncase,247,409,19,3,22,20,16,19,3,76,17,0,91,18,960
2014-09-01,cum_suspected,15,11,34,0,0,1,1,3,1,1,0,0,5,2,74
2014-09-01,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-01,cum_confirmed,470,356,4,1,0,44,16,70,7,51,9,1,54,32,1115
2014-09-01,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-01,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-01,death_confirmed,180,178,2,0,0,6,2,2,1,16,4,1,2,2,396
2014-09-01,cfr,38.3,50,0,0,0,13.6,12.5,2.9,14.3,31.4,44.4,100,3.7,6.3,35.5
2014-09-01,etc_new_admission,5,,,,,,,,,,,,,,
2014-09-01,etc_currently_admitted,75,,,,,,,,,,,,,,
2014-09-01,etc_cum_admission,404,294,,,,,,,,,,,,,
2014-09-01,etc_new_deaths,5,,,,,,,,,,,,,,
2014-09-01,etc_cum_deaths,183,180,,,,,,,,,,,,,
2014-09-01,etc_new_discharges,3,,,,,,,,,,,,,,
2014-09-01,etc_cum_discharges,182,69,,,,,,,,,,,,,
2014-09-01,cum_contacts,1315,2068,106,0,,494,416,1004,208,586,144,32,635,142,7150
2014-09-01,cum_completed_contacts,1070,1447,0,0,,108,16,88,124,298,66,26,357,0,3600
2014-09-01,contacts_followed,245,645,56,0,,386,416,916,54,288,78,6,278,142,3510
2014-09-01,new_contacts,28,36,0,0,,10,54,93,0,5,0,0,20,7,253
2014-09-01,contacts_healthy,237,645,53,0,,379,415,840,54,285,78,6,278,142,3412
2014-09-01,contacts_ill,8,0,3,0,,6,1,0,0,1,0,0,0,0,19
2014-09-01,contacts_not_seen,0,0,0,0,,1,0,76,0,2,0,0,0,0,79
2014-09-01,new_completed_contacts,53,6,0,0,,8,5,0,50,0,11,0,0,0,133
2014-09-01,percent_seen,100%,100%,100,,,99%,100%,92%,100%,98%,100%,100%,100%,100%,98%
