date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-30,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-08-30,new_noncase,0,1,0,0,0,0,1,2,0,1,0,0,0,1,6
2014-08-30,new_suspected,0,3,0,0,0,1,0,1,0,0,0,0,2,0,7
2014-08-30,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-30,new_confirmed,4,11,0,0,0,4,2,8,0,6,0,0,6,3,44
2014-08-30,cum_noncase,245,407,18,3,17,19,16,19,3,76,17,0,89,18,947
2014-08-30,cum_suspected,15,11,33,0,5,1,1,3,0,1,0,0,5,1,76
2014-08-30,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-08-30,cum_confirmed,461,350,1,1,0,39,16,70,7,45,9,1,49,28,1077
2014-08-30,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-08-30,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-08-30,death_confirmed,180,172,0,0,0,6,2,2,1,15,4,1,2,2,387
2014-08-30,cfr,39,49.1,0,0,0,15.4,12.5,2.9,14.3,33.3,44.4,100,4.1,7.1,35.9
2014-08-30,etc_new_admission,4,,,,,,,,,,,,,,
2014-08-30,etc_currently_admitted,64,,,,,,,,,,,,,,
2014-08-30,etc_cum_admission,399,294,,,,,,,,,,,,,
2014-08-30,etc_new_deaths,4,,,,,,,,,,,,,,
2014-08-30,etc_cum_deaths,177,180,,,,,,,,,,,,,
2014-08-30,etc_new_discharges,0,,,,,,,,,,,,,,
2014-08-30,etc_cum_discharges,175,69,,,,,,,,,,,,,
2014-08-30,cum_contacts,,,,,,,,,,,,,,,
2014-08-30,cum_completed_contacts,,,,,,,,,,,,,,,
2014-08-30,contacts_followed,,,,,,,,,,,,,,,
2014-08-30,new_contacts,,,,,,,,,,,,,,,
2014-08-30,contacts_healthy,,,,,,,,,,,,,,,
2014-08-30,contacts_ill,,,,,,,,,,,,,,,
2014-08-30,contacts_not_seen,,,,,,,,,,,,,,,
2014-08-30,new_completed_contacts,,,,,,,,,,,,,,,
2014-08-30,percent_seen,,,,,,,,,,,,,,,
