date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-05,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,
2014-09-05,new_noncase,1,1,0,0,0,0,0,2,0,0,0,0,15,5,
2014-09-05,new_suspected,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
2014-09-05,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014-09-05,new_confirmed,6,1,0,0,0,0,0,11,0,0,0,0,2,3,
2014-09-05,cum_noncase,255,422,21,3,22,20,19,23,3,80,17,0,121,27,
2014-09-05,cum_suspected,16,22,34,0,0,1,1,3,1,4,1,0,5,2,
2014-09-05,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,
2014-09-05,cum_confirmed,504,372,9,1,0,52,19,89,8,62,12,1,66,39,
2014-09-05,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,
2014-09-05,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,
2014-09-05,death_confirmed,181,190,2,0,0,6,2,3,1,16,6,1,3,2,
2014-09-05,cfr,35.9,51.1,0,0,0,11.5,10.5,3.4,12.5,25.8,50,100,4.5,5.1,
2014-09-05,etc_new_admission,2,,,,,,,,,,,,,,
2014-09-05,etc_currently_admitted,71,,,,,,,,,,,,,,
2014-09-05,etc_cum_admission,424,365,,,,,,,,,,,,,
2014-09-05,etc_new_deaths,1,,,,,,,,,,,,,,
2014-09-05,etc_cum_deaths,201,180,,,,,,,,,,,,,
2014-09-05,etc_new_discharges,0,,,,,,,,,,,,,,
2014-09-05,etc_cum_discharges,191,69,,,,,,,,,,,,,
2014-09-05,cum_contacts,1381,2227,133,30,,552,449,1157,208,592,196,32,724,156,7837
2014-09-05,cum_completed_contacts,1093,1696,38,12,,116,138,88,154,442,121,26,385,0,4309
2014-09-05,contacts_followed,153,538,95,18,,406,311,1069,54,150,75,6,339,156,3370
2014-09-05,new_contacts,2,26,27,18,,6,0,57,0,0,43,0,3,6,188
2014-09-05,contacts_healthy,149,493,88,18,,399,310,997,54,148,73,6,339,156,3230
2014-09-05,contacts_ill,4,1,7,0,,5,1,14,0,0,2,0,0,0,34
2014-09-05,contacts_not_seen,1,45,0,0,,2,0,59,0,2,0,0,0,0,109
2014-09-05,new_completed_contacts,0,46,0,0,,0,20,0,0,0,7,0,0,0,73
2014-09-05,percent_seen,100%,92%,100%,100%,,99%,100%,95%,100%,98%,100%,100%,100%,100%,97%
