date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-12-13,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-12-13,new_noncase,,,,,,,,,,,,,,,
2014-12-13,new_suspected,,,,,,,,,,,,,,,
2014-12-13,new_probable,,,,,,,,,,,,,,,
2014-12-13,new_confirmed,,,,,,,,,,,,,,,
2014-12-13,cum_noncase,,,,,,,,,,,,,,,
2014-12-13,cum_suspected,18,125,111,26,29,120,84,264,17,122,69,10,370,191,1556
2014-12-13,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-12-13,cum_confirmed,565,495,124,96,89,907,396,998,31,297,173,4,1526,937,6638
2014-12-13,death_suspected,,,,,,,,,,,,,,,
2014-12-13,death_probable,,,,,,,,,,,,,,,
2014-12-13,death_confirmed,,,,,,,,,,,,,,,
2014-12-13,cfr,,,,,,,,,,,,,,,
2014-12-13,etc_new_admission,,,,,,,,,,,,,,,
2014-12-13,etc_currently_admitted,,,,,,,,,,,,,,,
2014-12-13,etc_cum_admission,,,,,,,,,,,,,,,
2014-12-13,etc_new_deaths,,,,,,,,,,,,,,,
2014-12-13,etc_cum_deaths,,,,,,,,,,,,,,,
2014-12-13,etc_new_discharges,,,,,,,,,,,,,,,
2014-12-13,etc_cum_discharges,,,,,,,,,,,,,,,
2014-12-13,cum_contacts,,,,,,,,,,,,,,,
2014-12-13,cum_completed_contacts,,,,,,,,,,,,,,,
2014-12-13,contacts_followed,,,,,,,,,,,,,,,
2014-12-13,new_contacts,,,,,,,,,,,,,,,
2014-12-13,contacts_healthy,,,,,,,,,,,,,,,
2014-12-13,contacts_ill,,,,,,,,,,,,,,,
2014-12-13,contacts_not_seen,,,,,,,,,,,,,,,
2014-12-13,new_completed_contacts,,,,,,,,,,,,,,,
2014-12-13,percent_seen,,,,,,,,,,,,,,,
2014-12-13,total_lab_samples,,,,,,,,,,,,,,,
2014-12-13,repeat_samples,,,,,,,,,,,,,,,
2014-12-13,new_samples,,,,,,,,,,,,,,,
2014-12-13,new_positive,,,,,,,,,,,,,,,
2014-12-13,new_negative,,,,,,,,,,,,,,,
2014-12-13,pending,,,,,,,,,,,,,,,
2014-12-13,positive_corpse,,,,,,,,,,,,,,,
2014-12-13,negative_corpse,,,,,,,,,,,,,,,
