date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-06,population,"465,048","653,013","325,003","341,690","335,471","494,139","434,937","557,978","335,574","654,142","278,119","168,729","1,040,888","263,619","6,348,350"
2014-09-06,new_noncase,0,4,1,0,2,4,1,5,0,0,5,0,11,2,35
2014-09-06,new_suspected,0,1,0,0,0,1,0,2,0,1,1,0,1,0,7
2014-09-06,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-06,new_confirmed,0,6,3,0,0,15,2,9,0,2,1,0,3,1,42
2014-09-06,cum_noncase,255,426,22,3,24,24,20,27,3,80,22,0,132,29,"1,067"
2014-09-06,cum_suspected,16,23,34,0,0,1,1,5,1,5,2,0,6,2,96
2014-09-06,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-06,cum_confirmed,504,378,12,1,0,67,21,98,8,64,13,1,69,40,"1,276"
2014-09-06,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-06,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-06,death_confirmed,181,190,2,0,0,6,2,16,1,16,6,1,3,2,426
2014-09-06,cfr,35.9,50.3,0,0,0,9,9.5,16.3,12.5,25,46.2,100,4.3,5,33.4
2014-09-06,etc_new_admission,2,0,,,,,,,,,,,,,
2014-09-06,etc_currently_admitted,67,53,,,,,,,,,,,,,
2014-09-06,etc_cum_admission,426,418,,,,,,,,,,,,,
2014-09-06,etc_new_deaths,0,1,,,,,,,,,,,,,
2014-09-06,etc_cum_deaths,201,181,,,,,,,,,,,,,
2014-09-06,etc_new_discharges,8,1,,,,,,,,,,,,,
2014-09-06,etc_cum_discharges,199,70,,,,,,,,,,,,,
2014-09-06,cum_contacts,1381,2227,133,30,,533,463,1157,208,592,196,32,724,156,7832
2014-09-06,cum_completed_contacts,1093,1696,38,12,,124,153,88,154,442,121,26,385,0,4332
2014-09-06,contacts_followed,153,538,95,18,,409,310,1069,54,150,75,6,339,156,3372
2014-09-06,new_contacts,0,0,0,0,,11,14,0,0,0,0,0,0,0,25
2014-09-06,contacts_healthy,153,538,95,18,,399,310,1069,54,146,75,6,339,156,3358
2014-09-06,contacts_ill,0,0,0,0,,7,0,0,0,0,0,0,0,0,7
2014-09-06,contacts_not_seen,0,0,0,0,,3,0,0,0,4,0,0,0,0,7
2014-09-06,new_completed_contacts,0,0,0,0,,8,15,0,0,0,0,0,0,0,23
2014-09-06,percent_seen,100%,100%,100%,100%,,99%,100%,100%,100%,97%,100%,100%,100%,100%,99%
