date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-29,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-29,new_noncase,0,11,7,5,0,16,0,0,2,17,0,0,38,20,116
2014-11-29,new_suspected,0,0,12,0,0,0,0,0,0,1,0,0,9,2,24
2014-11-29,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-29,new_confirmed,1,0,15,1,0,77,1,0,0,2,0,0,26,11,64
2014-11-29,cum_noncase,325,1079,131,68,79,686,256,705,23,510,230,33,"1,768",884,6777
2014-11-29,cum_suspected,18,112,90,19,24,108,71,201,15,105,55,6,248,127,1199
2014-11-29,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-11-29,cum_confirmed,562,494,88,73,84,807,363,860,31,256,158,3,1232,820,5831
2014-11-29,death_suspected,4,5,2,6,0,22,4,74,3,8,9,1,8,12,158
2014-11-29,death_probable,35,0,19,9,32,19,21,1,2,43,20,1,4,2,208
2014-11-29,death_confirmed,228,261,31,23,26,195,83,164,16,77,40,2,198,152,1496
2014-11-29,cfr,41,53,35,32,31,24,23,19,52,30,25,67,16.1,19,26
2014-11-29,etc_new_admission,,,,,,,,,,,,,,,
2014-11-29,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-29,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-29,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-29,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-29,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-29,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-29,cum_contacts,,,,,,,,,,,,,,,
2014-11-29,cum_completed_contacts,,,,,,,,,,,,,,,
2014-11-29,contacts_followed,,,,,,,,,,,,,,,
2014-11-29,new_contacts,,,,,,,,,,,,,,,
2014-11-29,contacts_healthy,,,,,,,,,,,,,,,
2014-11-29,contacts_ill,,,,,,,,,,,,,,,
2014-11-29,contacts_not_seen,,,,,,,,,,,,,,,
2014-11-29,new_completed_contacts,,,,,,,,,,,,,,,
2014-11-29,percent_seen,,,,,,,,,,,,,,,
2014-11-29,total_lab_samples,,,,,,,,,,,,,,,
2014-11-29,repeat_samples,,,,,,,,,,,,,,,
2014-11-29,new_samples,,,,,,,,,,,,,,,
2014-11-29,new_positive,,,,,,,,,,,,,,,
2014-11-29,new_negative,,,,,,,,,,,,,,,
2014-11-29,pending,,,,,,,,,,,,,,,
2014-11-29,positive_corpse,,,,,,,,,,,,,,,
2014-11-29,negative_corpse,,,,,,,,,,,,,,,
