date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-18,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-18,new_noncase,,,,,,,,,,,,,,,
2014-11-18,new_suspected,,,,,,,,,,,,,,,
2014-11-18,new_probable,,,,,,,,,,,,,,,
2014-11-18,new_confirmed,0,0,0,0,1,2,11,0,2,1,2,0,17,7,43
2014-11-18,cum_noncase,,,,,,,,,,,,,,,
2014-11-18,cum_suspected,,,,,,,,,,,,,,,959
2014-11-18,cum_probable,,,,,,,,,,,,,,,79
2014-11-18,cum_confirmed,559,493,62,57,76,713,313,738,30,226,151,3,1007,724,5152
2014-11-18,death_suspected,,,,,,,,,,,,,,,157
2014-11-18,death_probable,,,,,,,,,,,,,,,208
2014-11-18,death_confirmed,,,,,,,,,,,,,,,1240
2014-11-18,cfr,,,,,,,,,,,,,,,
2014-11-18,etc_new_admission,,,,,,,,,,,,,,,
2014-11-18,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-18,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-18,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-18,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-18,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-18,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-18,cum_contacts,,,,,,,,,,,,,,,
2014-11-18,cum_completed_contacts,,,,,,,,,,,,,,,
2014-11-18,contacts_followed,,,,,,,,,,,,,,,
2014-11-18,new_contacts,,,,,,,,,,,,,,,
2014-11-18,contacts_healthy,,,,,,,,,,,,,,,
2014-11-18,contacts_ill,,,,,,,,,,,,,,,
2014-11-18,contacts_not_seen,,,,,,,,,,,,,,,
2014-11-18,new_completed_contacts,,,,,,,,,,,,,,,
2014-11-18,percent_seen,,,,,,,,,,,,,,,
2014-11-18,total_lab_samples,,,,,,,,,,,,,,,
2014-11-18,repeat_samples,,,,,,,,,,,,,,,
2014-11-18,new_samples,,,,,,,,,,,,,,,
2014-11-18,new_positive,,,,,,,,,,,,,,,
2014-11-18,new_negative,,,,,,,,,,,,,,,
2014-11-18,pending,,,,,,,,,,,,,,,
2014-11-18,positive_corpse,,,,,,,,,,,,,,,
2014-11-18,negative_corpse,,,,,,,,,,,,,,,
