date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-18,population,"465,048","653,013","325,003","341,690","335,471","494,139","434,937","557,978","335,574","654,142","278,119","168,729","1,040,888","263,619","6,348,350"
2014-08-18,new_noncase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-18,new_suspected,14,14,0,0,0,3,0,3,0,1,2,0,0,3,40
2014-08-18,new_probable,0,7,0,0,0,4,0,2,0,0,2,0,0,0,15
2014-08-18,new_confirmed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-08-18,cum_noncase,212,324,16,1,17,11,10,12,2,62,12,0,70,9,758
2014-08-18,cum_suspected,14,15,33,0,0,1,0,3,0,1,2,0,0,3,72
2014-08-18,cum_probable,32,7,1,0,0,5,0,3,0,1,2,0,1,0,52
2014-08-18,cum_confirmed,406,280,1,1,0,7,2,28,3,24,6,1,20,4,783
2014-08-18,death_suspected,2,1,0,0,0,0,0,1,0,0,0,0,1,0,5
2014-08-18,death_probable,32,0,0,0,0,0,0,1,0,0,0,0,1,0,34
2014-08-18,death_confirmed,173,130,0,0,0,1,0,1,0,2,3,0,2,0,312
2014-08-18,cfr,42.6,46.4,0,0,0,14.3,0,3.6,0,8.3,50,0,10,0,39.8
2014-08-18,etc_new_admission,2,0,,,,,,,,,,,,,
2014-08-18,etc_currently_admitted,48,33,,,,,,,,,,,,,
2014-08-18,etc_cum_admission,357,282,,,,,,,,,,,,,
2014-08-18,etc_new_deaths,6,1,,,,,,,,,,,,,
2014-08-18,etc_cum_deaths,130,173,,,,,,,,,,,,,
2014-08-18,etc_new_discharges,0,1,,,,,,,,,,,,,
2014-08-18,etc_cum_discharges,154,66,,,,,,,,,,,,,
2014-08-18,cum_contacts,1145,1477,38,12,0,239,19,571,71,322,121,26,499,41,4581
2014-08-18,cum_completed_contacts,871,957,38,0,0,36,11,30,23,110,9,26,132,0,2243
2014-08-18,contacts_followed,374,553,0,12,0,203,8,571,48,212,121,0,367,41,2510
2014-08-18,new_contacts,0,0,0,0,0,3,0,78,0,56,29,0,3,5,174
2014-08-18,contacts_healthy,372,508,0,0,0,195,8,550,48,210,121,0,367,41,2420
2014-08-18,contacts_ill,4,1,0,0,0,0,0,10,0,1,0,0,0,0,16
2014-08-18,contacts_not_seen,2,44,0,0,0,8,0,11,0,1,0,0,0,0,66
2014-08-18,new_completed_contacts,37,43,0,0,0,5,0,23,0,0,0,0,0,0,108
2014-08-18,percent_seen,100%,92%,NA,NA,NA,96%,100%,98%,100%,99%,100%,NA,100%,100%,97%
