date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-09,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-09,new_noncase,1,7,0,0,0,0,1,1,0,1,0,0,9,3,23
2014-09-09,new_suspected,0,1,3,0,0,2,0,0,0,0,0,0,0,0,6
2014-09-09,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-09,new_confirmed,0,7,2,0,0,6,4,4,0,0,0,0,9,4,36
2014-09-09,cum_noncase,256,451,23,3,24,24,21,31,4,81,22,0,148,39,1127
2014-09-09,cum_suspected,18,21,36,0,0,1,1,5,1,7,2,0,6,2,100
2014-09-09,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-09,cum_confirmed,508,394,14,1,0,73,25,105,10,65,14,1,85,46,1341
2014-09-09,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-09,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-09,death_confirmed,182,199,2,0,0,6,2,16,1,16,6,1,3,2,436
2014-09-09,cfr,35.8,50.5,0,0,0,8.2,8,15.2,10,24.6,42.9,100,3.5,4.3,32.5
2014-09-09,etc_new_admission,5,0,,,,,,,,,,,,,
2014-09-09,etc_currently_admitted,74,51,,,,,,,,,,,,,
2014-09-09,etc_cum_admission,441,588,,,,,,,,,,,,,
2014-09-09,etc_new_deaths,2,1,,,,,,,,,,,,,
2014-09-09,etc_cum_deaths,210,183,,,,,,,,,,,,,
2014-09-09,etc_new_discharges,8,1,,,,,,,,,,,,,
2014-09-09,etc_cum_discharges,211,73,,,,,,,,,,,,,
2014-09-09,cum_contacts,1397,2421,157,20,,560,533,1417,333,592,206,32,754,183,8605
2014-09-09,cum_completed_contacts,1097,1810,80,12,,170,153,183,154,456,137,27,436,0,4715
2014-09-09,contacts_followed,160,621,76,18,,390,380,1234,178,136,67,5,318,183,3766
2014-09-09,new_contacts,6,21,0,2,,9,0,69,0,0,0,0,12,7,126
2014-09-09,contacts_healthy,158,614,69,18,,380,380,1155,178,132,61,5,318,181,3649
2014-09-09,contacts_ill,2,2,7,0,,4,0,13,0,1,6,0,0,2,37
2014-09-09,contacts_not_seen,0,7,0,0,,6,0,68,0,3,0,0,0,0,84
2014-09-09,new_completed_contacts,4,52,42,0,,46,0,19,0,0,0,0,0,0,163
2014-09-09,percent_seen,100%,99%,100%,100%,,98%,100%,100%,100%,98%,100%,100%,100%,100%,98%
