date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-07,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-07,new_noncase,0,7,0,0,0,0,0,0,0,0,0,0,1,0,8
2014-09-07,new_suspected,0,0,0,0,0,0,0,0,1,2,0,0,1,0,4
2014-09-07,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-07,new_confirmed,0,6,0,0,0,0,0,0,2,1,0,0,2,0,11
2014-09-07,cum_noncase,255,433,22,3,24,24,20,27,3,80,22,0,133,29,1075
2014-09-07,cum_suspected,16,23,34,0,0,1,1,5,2,7,2,0,7,2,100
2014-09-07,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-07,cum_confirmed,504,384,12,1,0,67,21,98,10,65,13,1,71,40,1287
2014-09-07,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-07,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-07,death_confirmed,181,192,2,0,0,6,2,16,1,16,6,1,3,2,428
2014-09-07,cfr,35.9,50,0,0,0,9,9.5,16.3,10,24.6,46.2,100,4.2,5,33.3
2014-09-07,etc_new_admission,5,8,,,,,,,,,,,,,
2014-09-07,etc_currently_admitted,72,57,,,,,,,,,,,,,
2014-09-07,etc_cum_admission,431,483,,,,,,,,,,,,,
2014-09-07,etc_new_deaths,2,1,,,,,,,,,,,,,
2014-09-07,etc_cum_deaths,203,182,,,,,,,,,,,,,
2014-09-07,etc_new_discharges,2,0,,,,,,,,,,,,,
2014-09-07,etc_cum_discharges,201,70,,,,,,,,,,,,,
2014-09-07,cum_contacts,1401,2352,133,30,,541,463,1258,333,592,200,32,742,164,8241
2014-09-07,cum_completed_contacts,1396,1729,0,12,,124,153,107,154,442,132,27,414,0,4690
2014-09-07,contacts_followed,170,532,95,18,,417,310,1151,179,150,68,5,328,164,3587
2014-09-07,new_contacts,10,83,0,0,,8,0,10,125,0,4,0,18,8,266
2014-09-07,contacts_healthy,169,507,87,18,,404,310,1139,54,146,63,5,326,164,3392
2014-09-07,contacts_ill,1,3,6,0,,10,0,0,0,0,5,0,2,0,27
2014-09-07,contacts_not_seen,1,25,0,0,,3,0,15,0,4,0,0,0,0,48
2014-09-07,new_completed_contacts,0,7,0,0,,0,0,3,0,0,7,0,29,0,46
2014-09-07,percent_seen,100%,96%,98%,100%,,99%,100%,99%,30%,97%,100%,100%,100%,100%,95%
