date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-02,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-02,new_noncase,3,6,0,0,0,0,3,2,0,0,0,0,5,2,21
2014-09-02,new_suspected,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-09-02,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-02,new_confirmed,10,9,0,0,0,0,1,5,0,1,0,0,4,1,31
2014-09-02,cum_noncase,250,415,19,3,22,20,19,21,3,76,17,0,96,20,981
2014-09-02,cum_suspected,16,14,34,0,0,1,1,3,1,1,0,0,5,2,78
2014-09-02,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-02,cum_confirmed,480,365,4,1,0,44,17,75,7,52,9,1,58,33,1146
2014-09-02,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-02,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-02,death_confirmed,180,181,2,0,0,6,2,2,1,16,4,1,2,2,399
2014-09-02,cfr,37.5,49.6,0,0,0,13.6,11.8,2.7,14.3,30.8,44.4,100,3.4,6.1,34.8
2014-09-02,etc_new_admission,5,,,,,,,,,,,,,,
2014-09-02,etc_currently_admitted,74,,,,,,,,,,,,,,
2014-09-02,etc_cum_admission,409,294,,,,,,,,,,,,,
2014-09-02,etc_new_deaths,3,,,,,,,,,,,,,,
2014-09-02,etc_cum_deaths,186,180,,,,,,,,,,,,,
2014-09-02,etc_new_discharges,0,,,,,,,,,,,,,,
2014-09-02,etc_cum_discharges,182,69,,,,,,,,,,,,,
2014-09-02,cum_contacts,1363,2171,106,12,,497,416,1004,208,586,144,1,680,150,7338
2014-09-02,cum_completed_contacts,1070,1627,38,12,,108,16,88,124,298,104,0,357,0,3842
2014-09-02,contacts_followed,170,451,63,0,,389,415,916,64,288,40,6,323,150,3275
2014-09-02,new_contacts,48,103,0,0,,3,0,0,0,0,0,0,45,8,207
2014-09-02,contacts_healthy,167,417,53,,,385,414,916,64,286,40,6,323,150,3221
2014-09-02,contacts_ill,2,0,10,0,,1,1,0,0,0,0,0,0,0,14
2014-09-02,contacts_not_seen,1,34,0,0,,3,0,0,0,2,0,0,0,0,40
2014-09-02,new_completed_contacts,0,180,0,0,,0,0,0,0,0,38,0,0,0,218
2014-09-02,percent_seen,99%,92%,100%,0%,,99%,100%,100%,100%,99%,100%,100%,100%,100%,99%
