date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-14,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-14,new_noncase,1,7,0,0,0,5,0,0,0,0,0,0,3,3,19
2014-09-14,new_suspected,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
2014-09-14,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-14,new_confirmed,0,10,0,0,0,31,1,0,0,0,0,0,5,2,49
2014-09-14,cum_noncase,273,486,23,5,24,30,28,39,4,84,28,1,174,57,1256
2014-09-14,cum_suspected,1,29,39,0,0,4,2,4,1,11,2,0,8,4,105
2014-09-14,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-14,cum_confirmed,528,408,15,3,0,113,32,143,10,76,17,1,114,53,1513
2014-09-14,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-14,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-14,death_confirmed,189,223,2,1,0,6,2,16,1,16,6,1,3,2,468
2014-09-14,cfr,35.8,54.7,0,33.3,0,5.3,6.3,11.2,10,21.1,35.3,100,2.6,3.8,30.9
2014-09-14,etc_new_admission,1,7,,,,,,,,,,,,,
2014-09-14,etc_currently_admitted,58,46,,,,,,,,,,,,,
2014-09-14,etc_cum_admission,463,514,,,,,,,,,,,,,
2014-09-14,etc_new_deaths,2,2,,,,,,,,,,,,,
2014-09-14,etc_cum_deaths,234,190,,,,,,,,,,,,,
2014-09-14,etc_new_discharges,0,18,,,,,,,,,,,,,
2014-09-14,etc_cum_discharges,229,95,,,,,,,,,,,,,
2014-09-14,cum_contacts,1440,2495,192,98,,664,593,1642,333,663,218,84,800,242,9464
2014-09-14,cum_completed_contacts,1120,1830,80,12,,206,182,258,195,498,164,32,436,30,5043
2014-09-14,contacts_followed,163,640,112,85,,458,411,1384,138,165,54,52,364,212,4238
2014-09-14,new_contacts,9,10,0,0,,38,40,108,0,0,0,0,0,0,205
2014-09-14,contacts_healthy,162,624,105,85,,447,411,1195,138,165,161,52,364,212,4121
2014-09-14,contacts_ill,1,3,7,0,,7,0,2,0,0,3,0,0,0,23
2014-09-14,contacts_not_seen,0,13,0,0,,4,0,187,0,0,0,0,0,0,204
2014-09-14,new_completed_contacts,15,9,0,0,,19,0,20,0,0,0,0,0,30,93
2014-09-14,percent_seen,100.00%,97.00%,100.00%,100.00%,,99.00%,100.00%,97.00%,100.00%,100,100.00%,100.00%,100.00%,100.00%,99.00%
