date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-08,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-08,new_noncase,0,7,4,3,0,12,8,76,0,8,11,0,47,14,189
2014-11-08,new_suspected,0,0,0,1,0,0,4,4,0,0,1,0,7,3,20
2014-11-08,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-08,new_confirmed,1,0,3,2,0,10,20,21,0,0,14,0,18,22,111
2014-11-08,cum_noncase,312,898,97,32,50,421,134,367,13,270,106,4,1007,498,4209
2014-11-08,cum_suspected,18,98,61,11,14,87,45,85,10,77,35,3,107,59,710
2014-11-08,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-11-08,cum_confirmed,558,493,45,52,48,648,261,596,28,188,135,2,778,601,4433
2014-11-08,death_suspected,4,4,2,6,0,22,4,74,3,8,9,1,8,12,157
2014-11-08,death_probable,35,0,19,9,32,19,21,1,2,43,20,1,4,2,208
2014-11-08,death_confirmed,228,257,18,13,14,153,55,89,16,62,34,1,102,91,1133
2014-11-08,cfr,40.9,52.1,40.0,25.0,29.2,21.1,14.9,57.1,33.0,25.2,50.0,13.1,15.1,25.6,
2014-11-08,etc_new_admission,12,,,,,,,,,4,,,,,16
2014-11-08,etc_currently_admitted,56,,,,,,,,,46,,,,,102
2014-11-08,etc_cum_admission,1018,,,,,,,,,118,,,,,2203
2014-11-08,etc_new_deaths,0,,,,,,,,,1,,,,,1
2014-11-08,etc_cum_deaths,252,,,,,,,,,35,,,,,730
2014-11-08,etc_new_discharges,5,,,,,,,,,5,,,,,10
2014-11-08,etc_cum_discharges,265,,,,,,,,,55,,,,,846
2014-11-08,cum_contacts,2653,3170,735,651,255,2626,2869,6987,1103,1124,1157,125,6174,4015,33644
2014-11-08,cum_completed_contacts,2184,2761,359,189,8,1681,1177,947,961,911,845,125,3631,2108,17887
2014-11-08,contacts_followed,469,298,382,462,247,944,1628,6040,135,213,312,0,1965,1796,14891
2014-11-08,new_contacts,0,0,0,0,147,0,0,0,0,0,31,0,28,60,266
2014-11-08,contacts_healthy,469,298,376,457,247,940,1692,6030,135,209,312,0,1875,1734,14774
2014-11-08,contacts_ill,0,0,2,5,0,4,1689,5,0,3,0,0,6,0,1714
2014-11-08,contacts_not_seen,0,0,4,0,0,0,3,5,0,1,0,0,66,2,81
2014-11-08,new_completed_contacts,0,0,0,0,0,0,0,0,0,0,0,0,35,84,119
2014-11-08,percent_seen,100%,99%,98%,100%,99%,98%,100%,98%,100%,100%,100%,100%,98%,98%,98%
2014-11-08,total_lab_samples,,,,,,,,,,,,,,,346
2014-11-08,repeat_samples,,,,,,,,,,,,,,,26
2014-11-08,new_samples,,,,,,,,,,,,,,,320
2014-11-08,new_positive,,,,,,,,,,,,,,,111
2014-11-08,new_negative,,,,,,,,,,,,,,,189
2014-11-08,pending,,,,,,,,,,,,,,,20
2014-11-08,positive_corpse,1,0,2,0,0,4,4,1,0,0,1,0,11,9,33
2014-11-08,negative_corpse,0,7,2,0,0,1,5,7,0,5,6,0,37,9,79
