date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National,Western area combined
2014-10-27,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,,,6348350,1304507
2014-10-27,new_noncase,0,12,1,2,0,26,0,7,0,14,0,0,21,10,93,
2014-10-27,new_suspected,0,5,2,0,0,0,0,0,0,1,0,0,2,0,10,
2014-10-27,new_probable,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,
2014-10-27,new_confirmed,0,1,1,1,0,32,6,17,0,7,0,0,13,13,91,
2014-10-27,cum_noncase,304,779,85,19,39,309,82,241,11,186,79,2,818,403,3357,
2014-10-27,cum_suspected,18,82,58,4,5,75,38,47,9,62,28,3,66,38,533,
2014-10-27,cum_probable,32,0,1,0,32,6,4,6,0,1,1,0,1,0,84,
2014-10-27,cum_confirmed,551,484,39,31,13,529,193,514,26,169,93,2,595,474,3713,
2014-10-27,death_suspected,4,4,2,6,0,22,4,74,3,8,9,1,8,12,157,
2014-10-27,death_probable,35,0,19,9,32,19,21,6,2,43,20,1,4,2,213,
2014-10-27,death_confirmed,224,251,18,9,7,139,46,76,16,59,33,1,89,81,1049,
2014-10-27,cfr,41,52,46,29,54,26,24,15,62,35,36,50,15,17,28,
2014-10-27,etc_new_admission,,,,,,,,,,,,,,,,
2014-10-27,etc_currently_admitted,,,,,,,,,,,,,,,,
2014-10-27,etc_cum_admission,,,,,,,,,,,,,,,,
2014-10-27,etc_new_deaths,,,,,,,,,,,,,,,,
2014-10-27,etc_cum_deaths,,,,,,,,,,,,,,,,
2014-10-27,etc_new_discharges,,,,,,,,,,,,,,,,
2014-10-27,etc_cum_discharges,,,,,,,,,,,,,,,,
2014-10-27,cum_contacts,2338,3122,560,525,58,2581,2625,5472,977,1034,913,125,3125,2722,26177,
2014-10-27,cum_completed_contacts,1835,2670,293,389,0,1681,885,772,939,686,679,105,1673,1311,13918,
2014-10-27,contacts_followed,503,336,267,134,55,900,1740,4700,31,348,234,20,1452,1411,12131,
2014-10-27,new_contacts,28,0,0,0,0,312,56,181,0,0,12,0,94,0,683,
2014-10-27,contacts_healthy,503,297,260,132,55,874,1740,4667,31,345,221,20,1414,1377,11936,
2014-10-27,contacts_ill,0,7,6,2,0,16,0,11,0,3,0,0,2,1,48,
2014-10-27,contacts_not_seen,0,2,0,0,2,10,0,22,0,0,1,0,38,34,109,
2014-10-27,new_completed_contacts,0,0,0,0,0,0,42,14,276,0,0,0,0,0,332,
2014-10-27,percent_seen,100%,99%,98%,100%,99%,98%,100%,98%,100%,100%,100%,100%,98%,98%,98%,
2014-10-27,total_lab_samples,,,,,,,,,,,,,,,,
2014-10-27,repeat_samples,,,,,,,,,,,,,,,,
2014-10-27,new_samples,,,,,,,,,,,,,,,,
2014-10-27,new_positive,,,,,,,,,,,,,,,,
2014-10-27,new_negative,,,,,,,,,,,,,,,,
2014-10-27,pending,,,,,,,,,,,,,,,,
2014-10-27,positive_corpse,0,0,0,0,0,3,0,7,0,0,0,0,3,5,18,
2014-10-27,negative_corpse,0,12,0,1,0,9,0,5,0,14,0,0,15,7,67,
