date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-14,population,"465,048","653,013","325,003","341,690","335,471","494,139","434,937","557,978","335,574","654,142","278,119","168,729","1,040,888","263,619","6,348,350"
2014-08-14,new_noncase,0,18,0,0,0,1,0,1,0,0,0,0,5,1,26
2014-08-14,new_suspected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-14,new_probable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-08-14,new_confirmed,0,8,0,0,0,0,0,2,0,0,1,0,0,2,13
2014-08-14,cum_noncase,206,299,15,1,15,11,10,8,2,59,12,0,63,7,708
2014-08-14,cum_suspected,0,1,33,0,0,1,0,0,0,1,0,0,1,0,37
2014-08-14,cum_probable,32,2,1,0,0,1,0,1,0,1,0,0,1,0,39
2014-08-14,cum_confirmed,389,270,1,1,0,7,2,26,3,23,6,1,15,3,747
2014-08-14,death_suspected,2,1,0,0,0,0,0,1,0,0,0,0,1,0,5
2014-08-14,death_probable,32,0,0,0,0,0,0,1,0,0,0,0,1,0,34
2014-08-14,death_confirmed,160,111,0,0,0,1,0,1,0,2,3,0,2,0,280
2014-08-14,cfr,41.1,41.1,0,0,0,14.3,0,3.8,0,8.7,50,0,13.3,0,37.5
2014-08-14,etc_new_admission,2,3,,,,,,,,,,,,,
2014-08-14,etc_currently_admitted,41,39,,,,,,,,,,,,,
2014-08-14,etc_cum_admission,348,271,,,,,,,,,,,,,
2014-08-14,etc_new_deaths,4,3,,,,,,,,,,,,,
2014-08-14,etc_cum_deaths,111,157,,,,,,,,,,,,,
2014-08-14,etc_new_discharges,1,0,,,,,,,,,,,,,
2014-08-14,etc_cum_discharges,141,60,,,,,,,,,,,,,
2014-08-14,cum_contacts,1063,1439,38,13,0,161,19,483,71,258,79,26,487,36,4173
2014-08-14,cum_completed_contacts,776,796,38,0,0,16,11,7,11,69,0,26,102,0,1852
2014-08-14,contacts_followed,337,541,0,13,0,151,8,483,46,189,79,0,385,36,2268
2014-08-14,new_contacts,6,53,0,0,0,5,0,12,14,22,6,0,51,10,179
2014-08-14,contacts_healthy,336,490,0,13,0,142,8,465,46,162,79,0,385,36,2135
2014-08-14,contacts_ill,0,0,0,0,0,0,0,3,0,2,0,0,2,0,7
2014-08-14,contacts_not_seen,1,51,0,0,0,9,0,15,14,27,0,0,0,0,117
2014-08-14,new_completed_contacts,24,21,0,0,0,0,11,0,0,2,0,0,0,0,58
2014-08-14,percent_seen,99%,91%,NA,100%,NA,94%,100%,96%,100%,86%,100%,NA,99%,100%,94%
