date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-28,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-28,new_noncase,0,10,0,0,7,17,6,17,0,15,13,4,36,18,143
2014-11-28,new_suspected,0,2,0,0,3,4,0,7,3,0,3,0,4,0,26
2014-11-28,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,new_confirmed,0,0,0,0,2,11,7,14,1,4,0,0,42,3,84
2014-11-28,cum_noncase,325,1068,124,63,79,670,256,705,21,493,230,33,"1,730",864,6661
2014-11-28,cum_suspected,18,112,78,19,24,108,71,201,15,104,55,6,239,125,1175
2014-11-28,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-11-28,cum_confirmed,561,494,73,72,84,800,362,860,31,254,158,3,1206,809,5767
2014-11-28,death_suspected,4,5,2,6,0,22,4,74,3,8,9,1,8,12,158
2014-11-28,death_probable,35,0,19,9,32,19,21,1,2,43,20,1,4,2,208
2014-11-28,death_confirmed,228,261,29,22,26,194,83,1645,16,76,40,2,193,147,1481
2014-11-28,cfr,41,53,40,31,31,24,23,19,52,30,25,67,16,18,26
2014-11-28,etc_new_admission,4,,,,,,,,,,,,,,
2014-11-28,etc_currently_admitted,47,,,,,,,,,,,,,,
2014-11-28,etc_cum_admission,1050,,,,,,,,,,,,,,
2014-11-28,etc_new_deaths,0,,,,,,,,,,,,,,
2014-11-28,etc_cum_deaths,252,,,,,,,,,,,,,,
2014-11-28,etc_new_discharges,5,,,,,,,,,,,,,,
2014-11-28,etc_cum_discharges,296,,,,,,,,,,,,,,
2014-11-28,cum_contacts,3278,3218,1067,788,255,6181,3098,7986,1222,1619,1631,165,10050,6061,46619
2014-11-28,cum_completed_contacts,2579,3083,488,670,10,4594,2155,1578,1103,995,1467,125,5570,4198,28606
2014-11-28,contacts_followed,699,53,579,116,247,1587,943,6408,119,592,164,39,3668,1677,16891
2014-11-28,new_contacts,45,0,0,23,0,174,19,10,0,22,0,0,676,44,1013
2014-11-28,contacts_healthy,699,53,553,116,247,1587,942,6337,119,592,164,39,2,1631,13083
2014-11-28,contacts_ill,0,0,26,0,0,0,1,2,0,0,0,0,27,2,58
2014-11-28,contacts_not_seen,0,0,0,0,0,0,0,69,0,0,0,0,23,0,92
2014-11-28,new_completed_contacts,45,0,0,0,0,163,57,0,0,0,0,0,23,8,296
2014-11-28,percent_seen,100%,99%,98%,100%,100%,100%,100%,98%,100%,100%,100%,100%,98%,98%,98%
2014-11-28,total_lab_samples,,,,,,,,,,,,,,,
2014-11-28,repeat_samples,,,,,,,,,,,,,,,
2014-11-28,new_samples,,,,,,,,,,,,,,,
2014-11-28,new_positive,,,,,,,,,,,,,,,
2014-11-28,new_negative,,,,,,,,,,,,,,,
2014-11-28,pending,,,,,,,,,,,,,,,
2014-11-28,positive_corpse,,,,,,,,,,,,,,,
2014-11-28,negative_corpse,,,,,,,,,,,,,,,
