date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-10,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-10,new_noncase,0,10,0,1,1,1,5,11,3,11,0,0,48,22,113
2014-11-10,new_suspected,0,0,0,0,0,0,1,9,0,1,0,0,18,3,32
2014-11-10,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-10,new_confirmed,0,0,0,1,7,2,8,19,0,4,0,0,31,22,94
2014-11-10,cum_noncase,315,922,97,37,51,433,144,402,16,296,110,4,1083,547,4457
2014-11-10,cum_suspected,18,98,61,11,14,87,46,122,10,79,35,3,147,67,798
2014-11-10,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-11-10,cum_confirmed,558,493,45,53,55,659,281,644,28,193,137,2,838,631,4617
2014-11-10,death_suspected,4,4,2,6,0,22,4,74,3,8,9,1,8,12,157
2014-11-10,death_probable,35,0,19,9,32,19,21,1,2,43,20,1,4,2,208
2014-11-10,death_confirmed,228,257,19,14,17,155,57,92,16,62,35,1,104,92,1149
2014-11-10,cfr,40.9,52.1,42.2,26.4,30.9,23.5,20.3,14.3,57.1,32.1,25.5,50.0,12.4,14.6,24.9
2014-11-10,etc_new_admission,,,,,,,,,,,,,,,
2014-11-10,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-10,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-10,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-10,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-10,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-10,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-10,cum_contacts,2769,3170,771,651,255,3340,2869,7251,1103,1147,1372,125,6297,4085,
2014-11-10,cum_completed_contacts,2243,2838,390,272,8,1681,1199,948,991,920,960,125,3830,2201,
2014-11-10,contacts_followed,526,201,381,379,247,1759,1670,6303,105,192,412,0,1863,1673,
2014-11-10,new_contacts,1,0,36,0,147,0,0,54,0,0,80,0,123,66,
2014-11-10,contacts_healthy,526,201,369,379,247,1745,1670,6245,105,191,409,0,1700,1603,
2014-11-10,contacts_ill,0,0,12,0,0,4,0,7,0,1,3,0,0,4,
2014-11-10,contacts_not_seen,0,0,0,0,0,10,0,51,0,0,0,0,0,0,
2014-11-10,new_completed_contacts,0,0,0,0,0,0,22,0,30,0,34,0,22,0,
2014-11-10,percent_seen,100%,99%,98%,100%,99%,98%,100%,98%,100%,100%,100%,100%,98%,98%,
2014-11-10,total_lab_samples,,,,,,,,,,,,,,,277
2014-11-10,repeat_samples,,,,,,,,,,,,,,,38
2014-11-10,new_samples,,,,,,,,,,,,,,,239
2014-11-10,new_positive,,,,,,,,,,,,,,,94
2014-11-10,new_negative,,,,,,,,,,,,,,,113
2014-11-10,pending,,,,,,,,,,,,,,,32
2014-11-10,positive_corpse,0,0,0,0,3,2,1,5,0,1,0,0,16,9,37
2014-11-10,negative_corpse,0,10,0,0,0,1,4,7,3,11,0,0,36,19,91
2014-11-10,pending,,,,,,,,,,,,,,,
2014-11-10,positive_corpse,,,,,,,,,,,,,,,
2014-11-10,negative_corpse,,,,,,,,,,,,,,,
