date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-12-05,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-12-05,new_noncase,1,23,0,2,8,38,13,19,0,15,14,10,55,18,216
2014-12-05,new_suspected,0,0,0,0,1,2,1,5,0,1,0,0,6,8,24
2014-12-05,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-05,new_confirmed,0,0,7,4,0,11,1,10,0,1,0,0,15,5,54
2014-12-05,cum_noncase,336,1151,136,89,102,811,313,894,25,595,281,60,"2,058",1012,7863
2014-12-05,cum_suspected,18,116,111,24,25,116,80,244,15,109,61,9,299,156,1383
2014-12-05,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-12-05,cum_confirmed,562,494,106,86,86,877,382,954,31,268,166,4,1394,882,6292
2014-12-05,death_suspected,4,5,2,6,0,22,4,74,3,8,9,1,8,12,158
2014-12-05,death_probable,35,0,19,9,32,19,21,1,2,43,20,1,4,2,208
2014-12-05,death_confirmed,228,261,39,26,27,214,86,205,16,82,43,3,255,184,1669
2014-12-05,cfr,,,,,,,,,,,,,,,
2014-12-05,etc_new_admission,,,,,,,,,,,,,,,8
2014-12-05,etc_currently_admitted,,,,,,,,,,,,,,,118
2014-12-05,etc_cum_admission,,,,,,,,,,,,,,,2741
2014-12-05,etc_new_deaths,,,,,,,,,,,,,,,8
2014-12-05,etc_cum_deaths,,,,,,,,,,,,,,,872
2014-12-05,etc_new_discharges,,,,,,,,,,,,,,,5
2014-12-05,etc_cum_discharges,,,,,,,,,,,,,,,
2014-12-05,cum_contacts,3373,3318,1141,815,255,6688,3107,8151,1222,1803,1703,273,12812,7209,51870
2014-12-05,cum_completed_contacts,2887,3041,661,698,8,4855,2204,2032,1103,1101,1559,165,6198,5192,31704
2014-12-05,contacts_followed,486,42,480,117,247,1833,903,6379,119,630,144,108,5252,1419,18159
2014-12-05,new_contacts,0,0,0,6,0,0,0,90,0,0,25,0,433,112,666
2014-12-05,contacts_healthy,486,42,463,117,247,1833,903,6438,119,630,144,180,4791,1305,17698
2014-12-05,contacts_ill,0,0,14,0,0,0,0,2,0,0,0,0,2,2,20
2014-12-05,contacts_not_seen,0,0,0,0,0,0,0,61,0,0,0,0,26,0,87
2014-12-05,new_completed_contacts,0,3,66,0,0,0,0,260,0,0,10,40,133,324,836
2014-12-05,percent_seen,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,92%,98%
2014-12-05,total_lab_samples,,,,,,,,,,,,,,,349
2014-12-05,repeat_samples,,,,,,,,,,,,,,,55
2014-12-05,new_samples,,,,,,,,,,,,,,,294
2014-12-05,new_positive,,,,,,,,,,,,,,,54
2014-12-05,new_negative,,,,,,,,,,,,,,,216
2014-12-05,pending,,,,,,,,,,,,,,,24.00
2014-12-05,positive_corpse,0,0,0,0,0,5,0,3,0,0,0,0,5,1,
2014-12-05,negative_corpse,0,19,4,1,4,28,0,10,0,8,10,10,25,2,
