date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-07,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-07,new_noncase,0,11,2,0,0,13,0,2,0,16,2,1,33,8,88
2014-11-07,new_suspected,0,0,0,0,1,2,0,0,0,2,1,0,6,0,12
2014-11-07,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-07,new_confirmed,2,0,0,0,4,6,0,2,0,4,3,0,12,12,45
2014-11-07,cum_noncase,312,891,93,30,50,409,126,275,13,262,95,4,957,478,3995
2014-11-07,cum_suspected,18,98,61,10,14,87,41,59,10,77,34,3,100,51,663
2014-11-07,cum_probable,32,0,1,0,32,6,4,1,0,1,1,0,1,0,79
2014-11-07,cum_confirmed,557,493,42,50,48,638,241,567,28,188,121,2,727,575,4277
2014-11-07,death_suspected,4,4,2,6,0,22,4,74,3,8,9,1,8,12,157
2014-11-07,death_probable,35,0,19,9,32,19,21,1,2,43,20,1,4,2,208
2014-11-07,death_confirmed,228,257,18,13,13,151,55,89,16,61,34,1,100,90,1126
2014-11-07,cfr,40.9,52.1,42.9,26.0,27.1,23.7,22.8,15.7,57.1,32.4,28.1,50.0,13.8,15.7,26.3
2014-11-07,etc_new_admission,13,,,,,,,,,7,,,,,20
2014-11-07,etc_currently_admitted,54,,,,,,,,,49,,,,,103
2014-11-07,etc_cum_admission,1006,,,,,,,,,114,,,,,2187
2014-11-07,etc_new_deaths,1,,,,,,,,,2,,,,,3
2014-11-07,etc_cum_deaths,252,,,,,,,,,34,,,,,729
2014-11-07,etc_new_discharges,3,,,,,,,,,2,,,,,5
2014-11-07,etc_cum_discharges,260,,,,,,,,,50,,,,,836
2014-11-07,cum_contacts,2539,3170,735,651,255,2625,2869,7074,1103,1124,1157,125,5858,3733,33018
2014-11-07,cum_completed_contacts,2182,2742,390,189,8,1697,1177,948,961,848,845,125,3365,1867,17344
2014-11-07,contacts_followed,357,316,345,462,247,928,1692,6126,135,276,312,0,2502,1866,15564
2014-11-07,new_contacts,0,0,0,0,0,0,64,57,0,0,0,0,0,0,121
2014-11-07,contacts_healthy,357,316,337,462,247,924,1689,6082,135,276,310,0,2009,1630,14774
2014-11-07,contacts_ill,0,0,8,0,0,0,3,14,0,0,0,0,0,0,25
2014-11-07,contacts_not_seen,0,0,0,0,0,4,0,30,0,0,2,0,200,4,240
2014-11-07,new_completed_contacts,0,17,31,0,0,0,0,0,0,0,0,20,0,0,68
2014-11-07,percent_seen,100%,100%,98%,100%,100%,98%,100%,98%,100%,100%,100%,100%,98%,98%,98%
2014-11-07,total_lab_samples,,,,,,,,,,,,,,,178
2014-11-07,repeat_samples,,,,,,,,,,,,,,,33
2014-11-07,new_samples,,,,,,,,,,,,,,,145
2014-11-07,new_positive,,,,,,,,,,,,,,,45
2014-11-07,new_negative,,,,,,,,,,,,,,,88
2014-11-07,pending,,,,,,,,,,,,,,,12
2014-11-07,positive_corpse,0,0,0,0,1,2,0,2,0,1,2,0,3,2,13
2014-11-07,negative_corpse,0,11,0,0,0,10,0,2,0,16,0,0,25,2,66
