date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-14,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-14,new_noncase,,,,,,,,,,,,,,,
2014-11-14,new_suspected,,,,,,,,,,,,,,,
2014-11-14,new_probable,,,,,,,,,,,,,,,
2014-11-14,new_confirmed,,,,,,,,,,,,,,,
2014-11-14,cum_noncase,,,,,,,,,,,,,,,
2014-11-14,cum_suspected,,,,,,,,,,,,,,,
2014-11-14,cum_probable,,,,,,,,,,,,,,,
2014-11-14,cum_confirmed,,,,,,,,,,,,,,,
2014-11-14,death_suspected,,,,,,,,,,,,,,,
2014-11-14,death_probable,,,,,,,,,,,,,,,
2014-11-14,death_confirmed,,,,,,,,,,,,,,,
2014-11-14,cfr,,,,,,,,,,,,,,,
2014-11-14,etc_new_admission,,,,,,,,,,,,,,,
2014-11-14,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-14,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-14,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-14,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-14,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-14,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-14,cum_contacts,,,,,,,,,,,,,,,
2014-11-14,cum_completed_contacts,,,,,,,,,,,,,,,
2014-11-14,contacts_followed,,,,,,,,,,,,,,,
2014-11-14,new_contacts,,,,,,,,,,,,,,,
2014-11-14,contacts_healthy,,,,,,,,,,,,,,,
2014-11-14,contacts_ill,,,,,,,,,,,,,,,
2014-11-14,contacts_not_seen,,,,,,,,,,,,,,,
2014-11-14,new_completed_contacts,,,,,,,,,,,,,,,
2014-11-14,percent_seen,,,,,,,,,,,,,,,
2014-11-14,total_lab_samples,,,,,,,,,,,,,,,
2014-11-14,repeat_samples,,,,,,,,,,,,,,,
2014-11-14,new_samples,,,,,,,,,,,,,,,
2014-11-14,new_positive,,,,,,,,,,,,,,,
2014-11-14,new_negative,,,,,,,,,,,,,,,
2014-11-14,pending,,,,,,,,,,,,,,,
2014-11-14,positive_corpse,,,,,,,,,,,,,,,
2014-11-14,negative_corpse,,,,,,,,,,,,,,,
