date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-20,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-08-20,new_noncase,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2014-08-20,new_suspected,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-20,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-20,new_confirmed,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4
2014-08-20,cum_noncase,217,358,16,1,17,15,10,13,2,70,13,0,73,12,817
2014-08-20,cum_suspected,14,4,33,0,0,1,0,0,0,0,0,0,0,0,52
2014-08-20,cum_probable,32,0,1,0,0,1,0,0,0,1,1,0,1,0,37
2014-08-20,cum_confirmed,410,290,1,1,0,10,2,33,4,26,8,1,22,5,813
2014-08-20,death_suspected,2,1,0,0,0,0,0,1,0,0,0,0,1,0,5
2014-08-20,death_probable,32,0,0,0,0,0,0,1,0,0,0,0,1,0,34
2014-08-20,death_confirmed,176,135,0,0,0,1,1,1,0,2,4,0,2,0,322
2014-08-20,cfr,42.9,46.6,0,0,0,10,0,3,0,7.7,50,0,9.1,0,39.6
2014-08-20,etc_new_admission,2,2,,,,,,,,,,,,,
2014-08-20,etc_currently_admitted,41,30,,,,,,,,,,,,,
2014-08-20,etc_cum_admission,361,291,,,,,,,,,,,,,
2014-08-20,etc_new_deaths,2,0,,,,,,,,,,,,,
2014-08-20,etc_cum_deaths,135,176,,,,,,,,,,,,,
2014-08-20,etc_new_discharges,2,0,,,,,,,,,,,,,
2014-08-20,etc_cum_discharges,159,68,,,,,,,,,,,,,
2014-08-20,cum_contacts,1159,1541,53,12,0,268,19,636,71,348,131,26,499,41,4804
2014-08-20,cum_completed_contacts,894,996,38,0,0,36,11,47,56,131,17,26,132,0,2384
2014-08-20,contacts_followed,358,455,15,12,0,232,8,590,14,217,114,0,367,41,2423
2014-08-20,new_contacts,4,43,15,0,0,26,0,5,0,16,11,0,0,0,120
2014-08-20,contacts_healthy,278,413,15,0,0,222,8,548,14,208,113,0,367,41,2227
2014-08-20,contacts_ill,0,3,0,0,0,1,0,2,0,4,1,0,0,0,11
2014-08-20,contacts_not_seen,80,39,0,0,0,9,0,40,0,4,0,0,0,0,172
2014-08-20,new_completed_contacts,5,43,0,0,0,0,0,0,0,11,8,0,0,0,67
2014-08-20,percent_seen,78%,94%,100%,NA,NA,96%,100%,93%,100%,98%,100%,NA,100%,100%,92%
