date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-08-16,population,"465,048","653,013","325,003","341,690","335,471","494,139","434,937","557,978","335,574","654,142","278,119","168,729","1,040,888","263,619","6,348,350"
2014-08-16,new_noncase,6,0,0,0,0,0,0,0,0,0,0,0,2,1,9
2014-08-16,new_suspected,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-08-16,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-16,new_confirmed,12,4,0,0,0,0,0,0,0,0,0,0,1,1,18
2014-08-16,cum_noncase,212,314,16,1,15,11,10,11,2,62,12,0,67,8,741
2014-08-16,cum_suspected,0,5,33,0,0,1,0,0,0,0,0,0,0,0,39
2014-08-16,cum_probable,29,0,1,0,0,1,0,1,0,1,0,0,1,0,34
2014-08-16,cum_confirmed,401,277,1,1,0,7,2,28,3,24,6,1,20,4,775
2014-08-16,death_suspected,2,1,0,0,0,0,0,1,0,0,0,0,1,0,5
2014-08-16,death_probable,32,0,0,0,0,0,0,1,0,0,0,0,1,0,34
2014-08-16,death_confirmed,167,121,0,0,0,1,0,1,0,2,3,0,2,0,297
2014-08-16,cfr,41.6,43.7,0,0,0,0,0,0,0,20,0,0,50,0,38.3
2014-08-16,etc_new_admission,3,9,,,,,,,,,,,,,
2014-08-16,etc_currently_admitted,53,40,,,,,,,,,,,,,
2014-08-16,etc_cum_admission,355,282,,,,,,,,,,,,,
2014-08-16,etc_new_deaths,5,5,,,,,,,,,,,,,
2014-08-16,etc_cum_deaths,121,167,,,,,,,,,,,,,
2014-08-16,etc_new_discharges,3,4,,,,,,,,,,,,,
2014-08-16,etc_cum_discharges,151,64,,,,,,,,,,,,,
2014-08-16,cum_contacts,1145,1461,38,13,0,202,19,500,71,266,88,26,496,36,4361
2014-08-16,cum_completed_contacts,832,849,38,0,0,26,11,7,11,110,9,26,102,0,2021
2014-08-16,contacts_followed,362,579,0,13,0,162,8,488,46,156,79,0,394,36,2323
2014-08-16,new_contacts,19,15,0,0,0,10,0,17,0,8,0,0,3,0,72
2014-08-16,contacts_healthy,358,530,0,13,0,162,8,488,46,151,79,0,394,36,2265
2014-08-16,contacts_ill,4,1,0,0,0,0,0,0,0,1,0,0,0,0,6
2014-08-16,contacts_not_seen,0,49,0,0,0,14,0,12,0,4,0,0,0,0,79
2014-08-16,new_completed_contacts,14,31,0,0,0,0,0,0,0,41,0,0,0,0,86
2014-08-16,percent_seen,99%,92%,NA,100,NA,100,100,100%,100%,97%,100%,NA,100,100%,98%
