date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-09-11,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-09-11,new_noncase,1,3,0,1,0,0,5,1,0,0,2,0,3,0,16
2014-09-11,new_suspected,0,2,3,0,0,0,1,0,0,2,1,0,1,0,10
2014-09-11,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-11,new_confirmed,0,1,1,1,0,0,3,13,0,7,3,0,5,0,34
2014-09-11,cum_noncase,257,465,23,4,24,24,26,33,4,81,24,1,156,42,1164
2014-09-11,cum_suspected,18,24,39,0,0,1,2,5,1,9,3,0,8,3,113
2014-09-11,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
2014-09-11,cum_confirmed,508,396,15,3,0,73,29,132,10,74,17,1,94,49,1401
2014-09-11,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
2014-09-11,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
2014-09-11,death_confirmed,185,209,2,1,0,6,2,16,1,16,6,1,3,2,450
2014-09-11,cfr,36.4,52.8,0,33.3,0,8.2,6.9,12.1,10,21.6,35.3,100,3.2,4.1,32.1
2014-09-11,etc_new_admission,16,4,,,,,,,,,,,,,
2014-09-11,etc_currently_admitted,69,54,,,,,,,,,,,,,
2014-09-11,etc_cum_admission,457,487,,,,,,,,,,,,,
2014-09-11,etc_new_deaths,3,2,,,,,,,,,,,,,
2014-09-11,etc_cum_deaths,220,186,,,,,,,,,,,,,
2014-09-11,etc_new_discharges,8,2,,,,,,,,,,,,,
2014-09-11,etc_cum_discharges,229,80,,,,,,,,,,,,,
2014-09-11,cum_contacts,1422,2485,157,98,,582,553,1551,333,631,206,84,767,183,9052
2014-09-11,cum_completed_contacts,1097,1821,80,12,,182,170,238,195,498,149,27,436,0,4905
2014-09-11,contacts_followed,147,638,77,86,,400,383,1313,138,133,55,57,331,181,3939
2014-09-11,new_contacts,0,2,0,30,,15,20,37,0,14,0,0,63,181,362
2014-09-11,contacts_healthy,147,620,71,85,,390,383,1155,138,130,51,57,331,0,3558
2014-09-11,contacts_ill,0,0,5,1,,9,0,3,0,2,4,0,0,0,24
2014-09-11,contacts_not_seen,0,18,0,0,,1,0,155,0,1,0,0,0,0,175
2014-09-11,new_completed_contacts,0,0,0,0,,6,0,9,0,0,0,0,0,0,15
2014-09-11,percent_seen,100%,97%,100%,100%,,99%,100%,88%,100%,99%,100%,100%,100%,100%,91%
