date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-17,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-17,new_noncase,,,,,,,,,,,,,,,
2014-11-17,new_suspected,,,,,,,,,,,,,,,
2014-11-17,new_probable,,,,,,,,,,,,,,,
2014-11-17,new_confirmed,0,0,5,0,2,2,0,18,0,3,2,0,15,6,53
2014-11-17,cum_noncase,,,,,,,,,,,,,,,
2014-11-17,cum_suspected,,,,,,,,,,,,,,,949
2014-11-17,cum_probable,,,,,,,,,,,,,,,79
2014-11-17,cum_confirmed,559,493,62,57,75,711,302,738,28,225,149,3,990,717,5109
2014-11-17,death_suspected,,,,,,,,,,,,,,,157
2014-11-17,death_probable,,,,,,,,,,,,,,,208
2014-11-17,death_confirmed,,,,,,,,,,,,,,,1223
2014-11-17,cfr,,,,,,,,,,,,,,,
2014-11-17,etc_new_admission,,,,,,,,,,,,,,,
2014-11-17,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-17,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-17,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-17,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-17,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-17,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-17,cum_contacts,,,,,,,,,,,,,,,
2014-11-17,cum_completed_contacts,,,,,,,,,,,,,,,
2014-11-17,contacts_followed,,,,,,,,,,,,,,,
2014-11-17,new_contacts,,,,,,,,,,,,,,,
2014-11-17,contacts_healthy,,,,,,,,,,,,,,,
2014-11-17,contacts_ill,,,,,,,,,,,,,,,
2014-11-17,contacts_not_seen,,,,,,,,,,,,,,,
2014-11-17,new_completed_contacts,,,,,,,,,,,,,,,
2014-11-17,percent_seen,,,,,,,,,,,,,,,
2014-11-17,total_lab_samples,,,,,,,,,,,,,,,
2014-11-17,repeat_samples,,,,,,,,,,,,,,,
2014-11-17,new_samples,,,,,,,,,,,,,,,
2014-11-17,new_positive,,,,,,,,,,,,,,,
2014-11-17,new_negative,,,,,,,,,,,,,,,
2014-11-17,pending,,,,,,,,,,,,,,,
2014-11-17,positive_corpse,,,,,,,,,,,,,,,
2014-11-17,negative_corpse,,,,,,,,,,,,,,,
