Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/3/2014,Specimens collected,,,,,,,,,,,,,,,,
10/3/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/3/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/3/2014,Newly reported deaths,38,0,4,0,0,0,0,0,3,3,,27,1,0,0,0
10/3/2014,Total death/s in confirmed cases,992,30,14,0,21,6,0,5,191,41,0,630,49,0,3,2
10/3/2014,Total death/s in probable cases,693,33,21,0,9,3,0,4,205,128,5,209,73,0,3,0
10/3/2014,Total death/s in suspected cases,469,5,83,0,7,5,2,4,38,81,4,217,15,6,2,0
10/3/2014,"Total death/s in confirmed, probable, suspected cases",2154,68,118,0,37,14,2,13,434,250,9,1056,137,6,8,2
10/3/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/3/2014,Newly reported contacts,276,0,14,0,0,0,0,0,11,80,0,171,0,0,0,0
10/3/2014,Total contacts listed,15042,638,865,0,326,180,20,38,710,2848,6,8376,840,26,91,78
10/3/2014,Currently under follow-up,6697,449,228,0,225,180,20,7,333,1806,6,2878,451,7,44,63
10/3/2014,Contacts seen,3605,0,228,0,0,180,0,0,333,0,0,2864,0,0,0,0
10/3/2014,Contacts who completed 21 day follow-up,155,0,0,0,0,1,0,0,12,0,0,142,0,0,0,0
10/3/2014,Contacts lost to follow-up,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/3/2014,New admissions,86,0,0,0,0,0,0,0,1,0,0,85,0,0,0,0
10/3/2014,Total no. currently in Treatment Units,478,0,32,0,9,0,0,0,9,0,0,425,0,0,1,2
10/3/2014,Total discharges,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
10/3/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/3/2014,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/3/2014,Cumulative cases among HCW,189,6,26,0,3,3,0,0,23,42,0,75,10,1,0,0
10/3/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2014,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
10/3/2014,New Case/s (Suspected),29,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0
10/3/2014,New Case/s (Probable),27,0,0,0,0,1,0,0,1,12,0,13,0,0,0,0
10/3/2014,New case/s (confirmed),2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10/3/2014,Total suspected cases,1167,7,217,1,38,6,3,6,57,185,3,588,34,12,3,7
10/3/2014,Total probable cases,1782,47,72,0,45,6,0,8,450,338,5,667,134,4,3,3
10/3/2014,Total confirmed cases,930,33,68,0,47,6,0,6,285,39,0,358,77,3,4,4
10/3/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/3/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
