Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/4/14,New Case/s (Suspected),23,0,9,0,0,2,0,0,0,0,0,12,0,0,0,0
10/4/14,New Case/s (Probable),14,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0
10/4/14,New case/s (confirmed),5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2
10/4/14,Total suspected cases,1190,7,226,1,38,8,3,6,57,185,3,600,34,12,3,7
10/4/14,Total probable cases,1796,47,73,0,45,8,0,8,451,338,5,677,134,4,3,3
10/4/14,Total confirmed cases,935,33,70,0,47,6,0,6,285,39,0,358,78,3,4,6
10/4/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/4/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/4/14,Cumulative (confirmed + probable + suspected),3921,87,369,1,130,22,3,20,793,562,8,1635,246,19,10,16
10/4/14,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/4/14,Cumulative cases among HCW,190,6,26,0,3,3,0,0,23,42,0,76,10,1,0,0
10/4/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/14,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
10/4/14,New admissions,42,0,6,0,0,0,0,0,1,0,0,35,0,0,0,0
10/4/14,Total no. currently in Treatment Units,448,0,22,0,9,0,0,0,9,0,0,405,0,0,1,2
10/4/14,Total discharges,25,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0
10/4/14,Newly reported deaths,43,0,11,0,0,4,0,0,3,0,,25,0,0,0,0
10/4/14,Total death/s in confirmed cases,1012,30,16,0,21,6,0,5,192,41,0,647,49,0,3,2
10/4/14,Total death/s in probable cases,699,33,21,0,9,5,0,4,207,128,5,211,73,0,3,0
10/4/14,Total death/s in suspected cases,488,5,94,0,7,7,2,4,38,81,4,223,15,6,2,0
10/4/14,"Total death/s in confirmed, probable, suspected cases",2199,68,131,0,37,18,2,13,437,250,9,1,137,6,8,2
10/4/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,62.7,79,26,0,33,79,0,64,54,45,100,83,58,0,86,22
10/4/14,Newly reported contacts,207,0,8,0,0,0,0,0,0,0,0,199,0,0,0,0
10/4/14,Total contacts listed,15271,638,873,0,326,180,20,38,710,2848,6,8575,840,26,113,78
10/4/14,Currently under follow-up,6689,449,217,0,225,180,20,7,333,1806,6,2859,451,7,66,63
10/4/14,Contacts seen,3101,0,217,0,0,0,0,0,0,0,0,2818,0,0,66,0
10/4/14,Contacts who completed 21 day follow-up,132,0,22,0,0,1,0,0,0,0,0,62,0,0,47,0
10/4/14,Contacts lost to follow-up,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10/4/14,Total Case/s (Suspected),1190,7,226,1,38,8,3,6,57,185,3,600,34,12,3,7
10/4/14,Total Case/s (Probable),1798,47,73,0,45,8,0,8,453,338,5,677,134,4,3,3
10/4/14,Total case/s (confirmed),941,33,70,0,47,6,0,6,289,41,0,358,78,3,4,6
10/4/14,Cumulative (confirmed + probable + suspected),3929,87,369,1,130,22,3,20,799,564,8,1635,246,19,10,16
10/4/14,Cumulative cases among HCW,192,6,26,0,3,3,0,0,25,42,0,76,10,1,0,0
10/4/14,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,20,20,0,33,8,0,0,0
10/4/14,Total death/s in confirmed cases,1018,30,16,0,21,6,0,5,196,43,0,647,49,0,3,2
10/4/14,Total death/s in probable cases,701,33,21,0,9,5,0,4,209,128,5,211,73,0,3,0
10/4/14,Total death/s in suspected cases,491,5,94,0,7,7,2,4,39,82,4,224,15,6,2,0
10/4/14,"Total death/s in confirmed, probable, suspected cases",2210,68,131,0,37,18,2,13,444,253,9,1082,137,6,8,2
10/4/14,Cumulative CFR,62.8,78.8,25.9,0,32.6,78.6,66.6,64.3,54.6,45.1,100,82.9,57.5,0,85.7,22.2
