Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/26/2014,Specimens collected,,,,,,,,,,,,,,,,
11/26/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/26/2014,Total specimens tested,63,,,,,,,,,,,,,,,
11/26/2014,Newly reported deaths,21,0,12,0,1,0,0,0,1,0,0,7,0,0,0,0
11/26/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/26/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/26/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/26/2014,"Total death/s in confirmed, 
 probable, suspected cases",3079,158,89,5,62,69,5,26,383,546,17,1622,50,8,25,14
11/26/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/26/2014,Newly reported contacts,248,3,0,0,0,21,0,0,0,17,0,207,0,0,0,0
11/26/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/26/2014,Currently under follow-up,6203,138,211,54,71,335,1,72,66,2119,27,2991,0,0,31,87
11/26/2014,Contacts seen,5497,138,211,27,62,335,1,60,66,1501,27,2987,0,0,31,51
11/26/2014,"Contacts who completed 21 day 
 follow-up",99,0,0,0,10,14,0,0,0,0,0,75,0,0,0,0
11/26/2014,Contacts lost to follow-up,88,0,0,27,9,2,0,10,0,0,0,4,0,0,0,36
11/26/2014,New admissions,20,4,0,0,0,0,0,0,0,2,0,14,0,0,0,0
11/26/2014,"Total no. currently in Treatment 
 Units",149,6,20,0,0,0,0,0,0,9,0,108,6,0,0,0
11/26/2014,Total discharges,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
11/26/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/26/2014,Newly Reported Cases in HCW,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11/26/2014,Cumulative cases among HCW,345,18,30,0,8,8,0,0,22,69,1,174,12,2,0,1
11/26/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2014,Cumulative deaths among HCW,174,14,16,0,4,4,0,0,16,38,0,80,2,0,0,0
11/26/2014,New Case/s (Suspected),18,0,0,0,1,1,0,0,1,1,0,14,0,0,0,0
11/26/2014,New Case/s (Probable),10,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0
11/26/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/26/2014,Total suspected cases,2742,84,173,10,40,45,8,14,170,398,15,1675,80,6,9,15
11/26/2014,Total probable cases,1778,69,31,3,66,50,0,17,149,475,2,760,131,5,17,3
11/26/2014,Total confirmed cases,2758,135,105,7,35,39,2,4,325,354,4,1594,111,7,18,18
11/26/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/26/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/26/2014,"Cumulative confirmed, probable and suspected cases",7278,288,309,20,141,134,10,35,644,1227,21,4029,322,18,44,36
