Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/20/14,Specimens collected,,,,,,,,,,,,,,,,
10/20/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/20/14,Total specimens tested,,,,,,,,,,,,,,,,
10/20/14,Newly reported deaths,28,0,0,0,1,0,0,0,1,0,0,25,1,0,0,0
10/20/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/20/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/20/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/20/14,"Total death/s in confirmed, probable, suspected cases",2737,69,182,3,42,30,2,17,465,353,10,1407,138,6,8,5
10/20/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66.7,78,27,38,32,63,0,59,55,47,100,92,50,0,86,15
10/20/14,Newly reported contacts,324,0,0,0,6,0,0,0,0,13,0,305,0,0,0,0
10/20/14,Total contacts listed,19065,686,1307,121,405,211,56,69,756,3036,17,11267,893,31,113,97
10/20/14,Currently under follow-up,8093,470,215,71,45,189,3,7,328,1757,17,4337,488,3,66,97
10/20/14,Contacts seen,4665,0,0,0,45,0,0,0,328,0,0,4292,0,0,0,0
10/20/14,Contacts who completed 21 day follow-up,255,0,0,0,0,0,0,0,33,0,0,222,0,0,0,0
10/20/14,Contacts lost to follow-up,46,0,0,1,0,22,0,0,0,15,0,8,0,0,0,0
10/20/14,New admissions,58,0,0,0,4,0,0,0,0,9,0,44,1,0,0,0
10/20/14,Total no. currently in Treatment Units,410,0,0,0,9,0,0,0,5,0,0,388,8,0,0,0
10/20/14,Total discharges,14,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0
10/20/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/20/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/14,Cumulative cases among HCW,228,6,26,0,3,3,0,0,23,58,0,96,10,2,0,1
10/20/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/20/14,New Case/s (Suspected),22,,,,2,,,0,0,0,,20,0,,,0
10/20/14,New Case/s (Probable),27,,,,2,,,0,1,10,,13,1,,,
10/20/14,New case/s (confirmed),1,,,,0,,,0,1,0,,0,0,,,0
10/20/14,Total suspected cases,,,,,,,,,,,,,,,,
10/20/14,Total probable cases,,,,,,,,,,,,,,,,
10/20/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/20/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/20/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/20/14,Cumulative (confirmed + probable + suspects),4744,95,481,10,147,41,3,41,818,632,8,2136,280,19,10,23
