Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/23/2014,Specimens collected,40,,,,,,,,,,,,,,,
10/23/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/23/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/23/2014,Newly reported deaths,41,,8,,0,1,0,0,7,7,,18,,,,
10/23/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/23/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/23/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/23/2014,"Total death/s in confirmed, probable, suspected cases",2104,47,41,3,49,24,2,20,342,457,8,1060,26,7,8,10
10/23/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/23/2014,Newly reported contacts,124,,9,,6,0,2,0,23,15,,69,,,,
10/23/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/23/2014,Currently under follow-up,7153,,80,,12,202,0,7,298,1771,,4783,,,,
10/23/2014,Contacts seen,7139,,80,,12,202,0,0,298,1771,,4776,,,,
10/23/2014,"Contacts who completed 21 day follow-up",599,,86,,333,0,16,0,20,8,,136,,,,
10/23/2014,Contacts lost to follow-up,36,,0,,0,21,0,0,0,15,,0,,,,
10/23/2014,New admissions,,,,,,,,,,,,,,,,
10/23/2014,"Total no. currently in Treatment Units",,,,,,,,,,,,,,,,
10/23/2014,Total discharges,,,,,,,,,,,,,,,,
10/23/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/23/2014,Newly Reported Cases in HCW,0,,0,,0,0,0,0,0,0,,0,,,,
10/23/2014,Cumulative cases among HCW,299,11,23,0,5,4,0,0,22,66,1,153,11,2,0,1
10/23/2014,Newly Reported deaths in HCW,0,,0,,0,0,0,0,0,0,,0,,,,
10/23/2014,Cumulative deaths among HCW,123,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/23/2014,New Case/s (Suspected),35,,16,,1,1,0,0,1,6,,10,,,,
10/23/2014,New Case/s (Probable),5,,0,,0,0,0,0,0,2,,3,,,,
10/23/2014,New case/s (confirmed),6,,0,,0,0,0,0,0,2,,0,,,,
10/23/2014,Total suspected cases,2428,75,160,6,36,28,2,12,168,347,10,1480,82,7,5,10
10/23/2014,Total probable cases,1591,38,35,2,69,9,0,13,151,493,2,671,100,4,1,3
10/23/2014,Total confirmed cases,2229,60,69,4,16,22,2,2,304,279,2,1346,98,7,4,14
10/23/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/23/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/23/2014,"Cumulative confirmed, probable and suspected cases",6248,173,264,12,121,59,4,27,623,1119,14,3497,280,18,10,27
