Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/21/2014,Specimens collected,,,,,,,,,,,,,,,,
11/21/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/21/2014,Total specimens tested,47,,,,,,,,,,,,,,,
11/21/2014,Newly reported deaths,14,0,3,0,1,1,0,0,1,0,0,8,0,0,0,0
11/21/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/21/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/21/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/21/2014,"Total death/s in confirmed, 
 probable, suspected cases",3016,158,88,5,60,54,5,25,376,536,17,1598,50,8,25,11
11/21/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/21/2014,Newly reported contacts,163,0,0,0,32,30,0,0,0,0,10,91,0,0,0,0
11/21/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/21/2014,Currently under follow-up,6277,166,232,57,90,335,1,72,67,1980,27,3138,0,0,30,82
11/21/2014,Contacts seen,5510,160,232,31,63,335,1,0,67,1350,27,3132,0,0,30,82
11/21/2014,"Contacts who completed 21 day 
 follow-up",176,0,0,2,0,6,0,0,0,0,0,107,0,0,61,0
11/21/2014,Contacts lost to follow-up,16,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0
11/21/2014,New admissions,23,,5,,,,,,0,,,18,0,,,
11/21/2014,"Total no. currently in Treatment 
 Units",164,6,30,,,,,,0,,,123,5,,,
11/21/2014,Total discharges,,,,,,,,,,,,,,,,
11/21/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/21/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2014,Cumulative cases among HCW,342,18,29,0,8,7,1,0,22,69,1,172,12,2,0,1
11/21/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2014,Cumulative deaths among HCW,172,14,16,0,4,3,0,0,16,37,0,80,2,0,0,0
11/21/2014,New Case/s (Suspected),19,0,5,0,3,0,0,0,1,0,1,9,0,0,0,0
11/21/2014,New Case/s (Probable),18,0,0,0,1,6,0,0,0,0,0,11,0,0,0,0
11/21/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/21/2014,Total suspected cases,2686,84,173,10,42,38,8,14,167,398,15,1630,80,7,9,11
11/21/2014,Total probable cases,1753,66,32,3,68,26,0,16,149,483,2,747,136,5,17,3
11/21/2014,Total confirmed cases,2726,135,103,7,33,32,2,4,325,344,4,1584,110,7,18,18
11/21/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/21/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/21/2014,"Cumulative confirmed, probable and suspected cases",7165,285,308,20,143,96,10,34,641,1225,21,3961,326,19,44,32
