Date,Variable,National,Bomi County,Bong County,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
7/7/2014,Specimens collected,5,0,0,0,3,0,0,2,0,0,0,0
7/7/2014,Specimens pending for testing,5,0,0,0,3,0,0,2,0,0,0,0
7/7/2014,Total specimens tested,8,0,0,0,8,0,0,0,0,0,0,0
7/7/2014,Newly reported deaths,2,0,0,0,1,0,0,1,0,0,0,0
7/7/2014,Total death/s in confirmed cases,37,0,0,0,20,2,0,15,0,0,0,0
7/7/2014,Total death/s in probable cases,26,0,0,0,11,0,0,15,0,0,0,0
7/7/2014,Total death/s in suspected cases,15,0,0,0,10,0,0,5,0,0,0,0
7/7/2014,"Total death/s in confirmed, probable, suspected cases",78,0,0,0,41,2,0,35,0,0,0,0
7/7/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,68.5,0,0,0,56.4,66.7,0,88.2,0,0,0,0
7/7/2014,Newly reported contacts,42,0,0,0,37,0,0,5,0,0,0,0
7/7/2014,Total contacts listed,458,0,0,0,252,28,0,178,0,0,0,0
7/7/2014,Currently under follow-up,431,0,0,0,245,28,0,158,0,0,0,0
7/7/2014,Contacts seen,403,0,0,0,245,0,0,158,0,0,0,0
7/7/2014,Contacts who completed 21 day follow-up,15,0,0,0,7,0,0,8,0,0,0,0
7/7/2014,Contacts lost to follow-up,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2014,New admissions,3,0,0,0,2,0,0,1,0,0,0,0
7/7/2014,Total no. currently in Treatment Units,14,0,0,0,9,0,0,5,0,0,0,0
7/7/2014,Total discharges,3,0,0,0,3,0,0,0,0,0,0,0
7/7/2014,Cumulative admission/isolation,14,0,0,0,9,0,0,5,0,0,0,0
7/7/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2014,Cumulative cases among HCW,10,0,0,0,5,0,0,5,0,0,0,0
7/7/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2014,Cumulative deaths among HCW,9,0,0,0,3,0,0,6,0,0,0,0
7/7/2014,New Case/s (Suspected),0,0,0,0,0,0,0,0,0,0,0,0
7/7/2014,New Case/s (Probable),2,0,0,0,2,0,0,0,0,0,0,0
7/7/2014,New case/s (confirmed),5,0,0,0,4,0,0,1,0,0,0,0
7/7/2014,Total suspected cases,38,0,0,0,31,0,0,7,0,0,0,0
7/7/2014,Total probable cases,30,0,0,0,16,2,0,12,0,0,0,0
7/7/2014,Total confirmed cases,62,0,0,0,39,1,0,22,0,0,0,0
7/7/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,4,0,0,0,4,0,0,0,0,0,0,0
7/7/2014,Total Number of Confirmed Cases of Guinean Nationality,0,0,0,0,0,0,0,0,0,0,0,0
