Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/25/2014,Specimens collected,,,,,,,,,,,,,,,,
10/25/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/25/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/25/2014,Newly reported deaths,24,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0
10/25/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/25/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/25/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/25/2014,"Total death/s in confirmed, probable, suspected cases",2106,47,41,3,49,24,2,20,342,457,10,1060,26,7,8,10
10/25/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/25/2014,Newly reported contacts,361,,,,,30,0,0,9,38,0,284,0,0,0,0
10/25/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/25/2014,Currently under follow-up,7267,,,,,263,0,0,286,1790,0,4838,0,0,0,90
10/25/2014,Contacts seen,7254,,,,,261,0,0,286,1790,0,4827,0,0,0,90
10/25/2014,"Contacts who completed 21 day follow-up",214,,,,,0,4,0,27,20,0,163,0,0,0,0
10/25/2014,Contacts lost to follow-up,21,,,,,21,0,0,0,0,0,0,0,0,0,0
10/25/2014,New admissions,,,,,,,,,,,,,,,,
10/25/2014,"Total no. currently in Treatment Units",283,,,,,,,,2,,,281,,,,
10/25/2014,Total discharges,,,,,,,,,,,,,,,,
10/25/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/25/2014,Newly Reported Cases in HCW,0,,,,,0,0,,0,,0,0,,,,
10/25/2014,Cumulative cases among HCW,299,11,23,0,5,4,0,0,22,66,1,153,11,2,0,1
10/25/2014,Newly Reported deaths in HCW,0,,,,,0,0,,0,,0,0,,,,
10/25/2014,Cumulative deaths among HCW,123,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/25/2014,New Case/s (Suspected),12,,,,,0,0,,2,9,,20,,,0,
10/25/2014,New Case/s (Probable),18,,,,,0,0,,0,1,,11,,,0,
10/25/2014,New case/s (confirmed),1,,,,,0,0,,1,0,,0,,,0,
10/25/2014,Total suspected cases,2431,75,161,6,34,28,2,12,168,349,12,1480,82,7,5,10
10/25/2014,Total probable cases,1596,38,35,2,69,9,0,13,151,497,2,672,100,4,1,3
10/25/2014,Total confirmed cases,2240,60,69,4,17,22,2,2,304,286,2,1349,98,7,4,14
10/25/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/25/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/25/2014,"Cumulative confirmed, probable and suspected cases",6267,173,265,12,120,59,4,27,623,1132,16,3501,280,18,10,27
