Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/8/2014,Specimens collected,,,,,,,,,,,,,,,,
11/8/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/8/2014,Total specimens tested,73,,,,,,,,,,,,,,,
11/8/2014,Newly reported deaths,14,1,0,1,0,0,1,0,1,1,0,7,0,0,2,0
11/8/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/8/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/8/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/8/2014,"Total death/s in confirmed, 
 probable, suspected cases",,,,,,,,,,,,,,,,
11/8/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/8/2014,Newly reported contacts,189,0,0,0,5,0,0,0,32,55,0,97,0,0,0,0
11/8/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/8/2014,Currently under follow-up,6222,212,100,58,50,250,0,0,128,1881,11,3280,123,0,81,48
11/8/2014,Contacts seen,5957,0,100,45,50,250,0,0,128,1881,0,3251,123,0,81,48
11/8/2014,"Contacts who completed 21 day 
 follow-up",246,0,0,0,0,2,0,0,0,0,0,181,58,0,5,0
11/8/2014,Contacts lost to follow-up,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11/8/2014,New admissions,28,,0,,,,,,0,,,28,0,,,
11/8/2014,"Total no. currently in Treatment 
 Units",205,,28,,,,,,0,,,167,9,,,
11/8/2014,Total discharges,14,,0,,,,,,1,,,13,0,,,
11/8/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/8/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2014,Cumulative cases among HCW,329,11,28,0,6,7,1,0,22,69,1,169,12,2,0,1
11/8/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2014,Cumulative deaths among HCW,162,9,15,0,2,3,0,0,16,37,0,78,2,0,0,0
11/8/2014,New Case/s (Suspected),15,0,0,7,0,0,1,0,1,2,0,3,0,0,1,0
11/8/2014,New Case/s (Probable),13,0,0,0,0,2,0,0,0,3,0,8,0,0,0,0
11/8/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/8/2014,Total suspected cases,2582,66,173,7,44,41,7,15,169,386,12,1554,80,7,11,10
11/8/2014,Total probable cases,1687,42,32,2,72,23,2,14,151,485,2,710,135,4,8,5
11/8/2014,Total confirmed cases,2553,91,97,6,20,28,2,4,322,321,4,1515,109,7,10,17
11/8/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/8/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/8/2014,"Cumulative confirmed, probable and suspected cases",6822,199,302,15,136,92,11,33,642,1192,18,3779,324,18,29,32
