Date,Variable,National,Bomi County,Bong County,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
7/17/2014,Specimens collected,7,0,0,0,6,0,0,1,0,0,0,0
7/17/2014,Specimens pending for testing,7,0,0,0,6,0,0,1,0,0,0,0
7/17/2014,Total specimens tested,10,0,0,0,4,0,0,6,0,0,0,0
7/17/2014,Newly reported deaths,3,0,0,0,0,0,0,3,0,0,0,0
7/17/2014,Total death/s in confirmed cases,48,1,0,0,26,2,0,19,0,0,0,0
7/17/2014,Total death/s in probable cases,38,1,0,0,15,0,0,22,0,0,0,0
7/17/2014,Total death/s in suspected cases,22,0,0,0,12,0,0,10,0,0,0,0
7/17/2014,"Total death/s in confirmed, probable, suspected cases",108,2,0,0,53,2,0,51,0,0,0,0
7/17/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,69.4,100,0,0,61.2,66.7,0,87.2,0,0,0,0
7/17/2014,Newly reported contacts,,,,,,,,,,,,
7/17/2014,Total contacts listed,,,,,,,,,,,,
7/17/2014,Currently under follow-up,,,,,,,,,,,,
7/17/2014,Contacts seen,,,,,,,,,,,,
7/17/2014,Contacts who completed 21 day follow-up,,,,,,,,,,,,
7/17/2014,Contacts lost to follow-up,,,,,,,,,,,,
7/17/2014,New admissions,3,0,0,0,1,0,0,2,0,0,0,0
7/17/2014,Total no. currently in Treatment Units,24,0,0,0,15,0,0,9,0,0,0,0
7/17/2014,Total discharges,1,0,0,0,0,0,0,1,0,0,0,0
7/17/2014,Cumulative admission/isolation,24,0,0,0,15,0,0,9,0,0,0,0
7/17/2014,Newly Reported Cases in HCW,1,0,0,0,0,0,0,1,0,0,0,0
7/17/2014,Cumulative cases among HCW,16,0,4,0,5,0,0,7,0,0,0,0
7/17/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2014,Cumulative deaths among HCW,9,0,0,0,4,0,0,5,0,0,0,0
7/17/2014,New Case/s (Suspected),1,0,0,0,1,0,0,0,0,0,0,0
7/17/2014,New Case/s (Probable),9,0,0,0,3,0,0,5,1,0,0,0
7/17/2014,New case/s (confirmed),0,0,0,0,0,0,0,0,0,0,0,0
7/17/2014,Total suspected cases,64,0,0,0,46,0,0,16,2,0,0,0
7/17/2014,Total probable cases,54,1,0,0,26,2,0,24,1,0,0,0
7/17/2014,Total confirmed cases,70,1,4,0,41,1,0,23,0,0,0,0
7/17/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,11,0,0,0,11,0,0,0,0,0,0,0
7/17/2014,Total Number of Confirmed Cases of Guinean Nationality,0,0,0,0,0,0,0,0,0,0,0,0
