Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/15/2014,Specimens collected,,,,,,,,,,,,,,,,
11/15/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/15/2014,Total specimens tested,49,,,,,,,,,,,,,,,
11/15/2014,Newly reported deaths,12,1,3,0,0,3,0,0,0,0,0,5,0,0,0,0
11/15/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/15/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/15/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/15/2014,"Total death/s in confirmed, 
 probable, suspected cases",2964,153,88,5,55,54,4,25,375,535,15,1562,50,8,24,11
11/15/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/15/2014,Newly reported contacts,0,0,0,0,0,0,0,0,0,4,1,86,0,0,0,0
11/15/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/15/2014,Currently under follow-up,5566,0,169,54,43,184,0,0,139,1929,1,2882,51,0,91,23
11/15/2014,Contacts seen,5506,0,169,46,0,184,0,0,139,1929,1,2873,51,0,91,23
11/15/2014,"Contacts who completed 21 day 
 follow-up",156,0,6,0,0,0,0,1,0,0,0,149,0,0,0,0
11/15/2014,Contacts lost to follow-up,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11/15/2014,New admissions,14,0,4,,,,,,0,,,10,0,,,
11/15/2014,"Total no. currently in Treatment 
 Units",123,4,25,,,,,,0,,,85,9,,,
11/15/2014,Total discharges,,,,,,,,,,,,,,,,
11/15/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/15/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2014,Cumulative cases among HCW,341,18,28,0,8,7,1,0,22,69,1,172,12,2,0,1
11/15/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2014,Cumulative deaths among HCW,170,14,16,0,2,3,0,0,16,37,0,80,2,0,0,0
11/15/2014,New Case/s (Suspected),28,0,7,1,0,1,0,1,0,1,0,13,0,0,4,0
11/15/2014,New Case/s (Probable),11,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0
11/15/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/15/2014,Total suspected cases,2664,84,173,9,43,42,7,14,167,402,13,1602,80,7,11,10
11/15/2014,Total probable cases,1762,68,32,2,76,26,2,16,149,487,2,739,137,5,16,5
11/15/2014,Total confirmed cases,2643,131,97,6,23,29,2,4,325,330,4,1540,111,7,17,17
11/15/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/15/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/15/2014,"Cumulative confirmed, probable and suspected cases",7069,283,302,17,142,97,11,34,641,1219,19,3881,328,19,44,32
