Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/10/2014,Specimens collected,,,,,,,,,,,,,,,,
10/10/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/10/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/10/2014,Newly reported deaths,25,0,4,0,0,2,0,0,3,0,0,16,0,0,0,0
10/10/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/10/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/10/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/10/2014,"Total death/s in confirmed, probable, suspected cases",2414,69,162,2,40,24,2,17,444,268,9,1223,137,6,8,3
10/10/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/10/2014,Newly reported contacts,196,0,17,0,0,1,0,0,12,2,0,164,0,0,0,0
10/10/2014,Total contacts listed,16989,782,972,88,334,230,20,69,878,2974,17,9563,840,31,113,78
10/10/2014,Currently under follow-up,7055,470,161,67,93,229,20,7,448,1724,17,3236,451,3,66,63
10/10/2014,Contacts seen,5521,0,161,0,0,0,0,0,445,1724,0,3191,0,0,0,0
10/10/2014,Contacts who completed 21 day follow-up,307,0,115,0,0,0,0,0,30,0,0,162,0,0,0,0
10/10/2014,Contacts lost to follow-up,24,0,0,1,0,1,0,0,0,15,0,7,0,0,0,0
10/10/2014,New admissions,56,0,7,0,0,0,0,0,0,0,0,49,0,0,0,0
10/10/2014,Total no. currently in Treatment Units,452,0,17,0,0,0,0,0,17,0,0,418,0,0,0,0
10/10/2014,Total discharges,35,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0
10/10/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/10/2014,Newly Reported Cases in HCW,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
10/10/2014,Cumulative cases among HCW,206,6,26,0,3,3,0,0,23,45,0,88,10,2,0,0
10/10/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2014,Cumulative deaths among HCW,93,5,7,0,1,0,0,0,18,20,0,33,8,1,0,0
10/10/2014,New Case/s (Suspected),17,0,8,0,0,2,0,0,0,1,0,6,0,0,0,0
10/10/2014,New Case/s (Probable),7,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0
10/10/2014,New case/s (confirmed),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2014,Total suspected cases,,,,,,,,,,,,,,,,
10/10/2014,Total probable cases,,,,,,,,,,,,,,,,
10/10/2014,Total confirmed cases,,,,,,,,,,,,,,,,
10/10/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/10/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/10/2014,Cumulative (confirmed + probable + suspects),4209,94,440,6,136,30,3,26,808,600,8,1760,252,19,10,17
