Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/19/2014,Specimens collected,,,,,,,,,,,,,,,,
11/19/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/19/2014,Total specimens tested,61,,,,,,,,,,,,,,,
11/19/2014,Newly reported deaths,21,0,8,0,0,0,0,0,0,0,0,11,0,0,0,2
11/19/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/19/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/19/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/19/2014,"Total death/s in confirmed, 
 probable, suspected cases",2992,158,88,5,60,54,5,25,376,534,17,1576,50,8,25,11
11/19/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/19/2014,Newly reported contacts,306,0,14,0,0,18,0,0,0,45,0,211,0,0,0,18
11/19/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/19/2014,Currently under follow-up,6404,318,198,57,59,286,1,0,102,2013,17,3148,32,0,91,82
11/19/2014,Contacts seen,6229,226,198,31,30,286,1,0,100,2013,17,3140,32,0,91,64
11/19/2014,"Contacts who completed 21 day 
 follow-up",182,0,0,15,1,2,0,0,0,0,0,146,18,0,0,0
11/19/2014,Contacts lost to follow-up,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
11/19/2014,New admissions,11,0,6,,,,,,0,,,5,0,,,
11/19/2014,"Total no. currently in Treatment 
 Units",94,3,35,,,,,,0,,,55,1,,,
11/19/2014,Total discharges,,,,,,,,,,,,,,,,
11/19/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/19/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2014,Cumulative cases among HCW,342,18,29,0,8,7,1,0,22,69,1,172,12,2,0,1
11/19/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2014,Cumulative deaths among HCW,172,14,16,0,4,3,0,0,16,37,0,80,2,0,0,0
11/19/2014,New Case/s (Suspected),29,0,8,0,0,0,0,0,0,4,0,12,4,0,0,1
11/19/2014,New Case/s (Probable),7,0,0,0,0,2,0,0,0,1,0,3,1,0,0,0
11/19/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/19/2014,Total suspected cases,2650,84,173,10,39,38,8,14,167,396,15,1600,80,7,9,10
11/19/2014,Total probable cases,1740,66,32,3,67,26,0,16,149,482,2,737,136,5,16,3
11/19/2014,Total confirmed cases,2717,135,103,7,33,32,2,4,325,336,4,1584,110,7,17,18
11/19/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/19/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/19/2014,"Cumulative confirmed, probable and suspected cases",7107,285,308,20,139,96,10,34,641,1214,21,3921,326,19,42,31
