Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/23/2014,Specimens collected,,,,,,,,,,,,,,,,
11/23/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/23/2014,Total specimens tested,47,,,,,,,,,,,,,,,
11/23/2014,Newly reported deaths,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11/23/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/23/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/23/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/23/2014,"Total death/s in confirmed, 
 probable, suspected cases",3029,158,88,5,60,68,5,25,376,536,17,1597,50,8,25,11
11/23/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/23/2014,Newly reported contacts,38,0,0,0,0,0,0,0,0,0,0,18,0,0,0,20
11/23/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/23/2014,Currently under follow-up,6271,166,217,57,85,318,1,72,67,2082,27,3047,0,0,30,102
11/23/2014,Contacts seen,5152,162,217,31,63,318,1,60,67,1110,27,3039,0,0,30,27
11/23/2014,"Contacts who completed 21 day 
 follow-up",67,0,15,0,0,0,0,0,0,0,0,52,0,0,0,0
11/23/2014,Contacts lost to follow-up,53,4,0,26,5,0,0,0,10,0,0,0,8,0,0,0
11/23/2014,New admissions,7,0,0,,,,,,0,,,6,1,,,
11/23/2014,"Total no. currently in Treatment 
 Units",147,4,28,,,,,,0,,,108,7,,,
11/23/2014,Total discharges,,,,,,,,,,,,,,,,
11/23/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/23/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2014,Cumulative cases among HCW,343,18,29,0,8,8,1,0,22,69,1,172,12,2,0,1
11/23/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2014,Cumulative deaths among HCW,173,14,16,0,4,4,0,0,16,37,0,80,2,0,0,0
11/23/2014,New Case/s (Suspected),7,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1
11/23/2014,New Case/s (Probable),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/23/2014,Total suspected cases,2688,84,172,10,39,46,8,14,167,398,15,1629,80,6,9,11
11/23/2014,Total probable cases,1770,66,32,3,67,48,0,16,149,483,2,743,136,5,17,3
11/23/2014,Total confirmed cases,2738,135,103,7,33,38,2,4,325,344,4,1590,110,7,18,18
11/23/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/23/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/23/2014,"Cumulative confirmed, probable and suspected cases",7196,285,307,20,139,132,10,34,641,1225,21,3962,326,18,44,32
