Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/16/14,Specimens collected,,,,,,,,,,,,,,,,
10/16/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/16/14,Total specimens tested,,,,,,,,,,,,,,,,
10/16/14,Newly reported deaths,30,,2,,0,1,0,0,3,0,,24,0,0,,0
10/16/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/16/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/16/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/16/14,"Total death/s in confirmed, probable, suspected cases",2649,69,175,3,41,25,2,17,458,353,9,1341,137,6,8,5
10/16/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,"67.5",78,28,38,32,71,0,59,55,49,100,95,51,0,86,17
10/16/14,Newly reported contacts,386,0,12,0,4,0,3,0,0,11,0,356,0,0,0,0
10/16/14,Total contacts listed,18453,686,1307,121,399,206,56,69,756,2994,17,10780,840,31,113,78
10/16/14,Currently under follow-up,7621,470,263,71,295,142,3,7,350,1725,17,3740,435,3,66,34
10/16/14,Contacts seen,3757,0,0,0,44,0,3,0,5,0,0,3705,0,0,0,0
10/16/14,Contacts who completed 21 day follow-up,230,0,29,49,0,42,1,0,0,0,0,109,0,0,0,0
10/16/14,Contacts lost to follow-up,38,0,0,1,0,22,0,0,0,15,0,0,0,0,0,0
10/16/14,New admissions,56,0,12,0,1,0,0,0,1,0,0,37,5,0,0,0
10/16/14,Total no. currently in Treatment Units,367,14,18,0,6,0,0,0,6,0,0,309,14,0,0,0
10/16/14,Total discharges,21,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0
10/16/14,Cumulative admission/isolation,453,15,64,0,10,0,0,0,9,0,0,345,8,0,0,2
10/16/14,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/16/14,Cumulative cases among HCW,224,6,26,0,3,3,0,0,23,58,0,92,10,2,0,1
10/16/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/16/14,New Case/s (Suspected),14,,2,,0,1,0,0,0,1,,10,0,0,,0
10/16/14,New Case/s (Probable),27,,2,,1,0,0,0,1,8,,8,5,0,,2
10/16/14,New case/s (confirmed),0,,0,,0,0,0,0,0,0,,0,0,0,,0
10/16/14,Total suspected cases,,,,,,,,,,,,,,,,
10/16/14,Total probable cases,,,,,,,,,,,,,,,,
10/16/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/16/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/16/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/16/14,Cumulative (confirmed + probable + suspects),4432,95,448,10,141,30,3,41,812,614,8,1904,275,19,10,22
