Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
9/28/2014,Specimens collected,,,,,,,,,,,,,,,,
9/28/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
9/28/2014,Total specimens tested,,,,,,,,,,,,,,,,
9/28/2014,Newly reported deaths,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
9/28/2014,Total death/s in confirmed cases,884,29,14,0,17,6,0,5,191,40,0,528,49,0,3,2
9/28/2014,Total death/s in probable cases,662,33,21,0,9,3,0,4,200,125,5,188,71,0,3,0
9/28/2014,Total death/s in suspected cases,441,4,72,0,7,5,2,1,38,76,3,211,14,6,2,0
9/28/2014,"Total death/s in confirmed, probable, suspected cases",1987,66,107,0,33,14,2,10,429,241,8,927,134,6,8,2
9/28/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
9/28/2014,Newly reported contacts,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9/28/2014,Total contacts listed,13038,549,767,0,263,80,20,38,664,2009,6,7634,840,19,91,58
9/28/2014,Currently under follow-up,6626,441,170,0,161,77,20,7,317,1805,6,3045,471,4,44,58
9/28/2014,Contacts seen,4741,0,0,0,0,0,0,0,0,1706,0,3035,0,0,0,0
9/28/2014,Contacts who completed 21 day follow-up,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
9/28/2014,Contacts lost to follow-up,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
9/28/2014,New admissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,Total no. currently in Treatment Units,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
9/28/2014,Total discharges,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9/28/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
9/28/2014,Newly Reported Cases in HCW,,,,,,,,,,,,,,,,
9/28/2014,Cumulative cases among HCW,184,6,26,0,3,3,0,0,22,42,0,74,8,0,0,0
9/28/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
9/28/2014,New Case/s (Suspected),10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
9/28/2014,New Case/s (Probable),12,0,0,0,0,0,0,0,3,1,0,8,0,0,0,0
9/28/2014,New case/s (confirmed),2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9/28/2014,Total suspected cases,1113,7,184,1,31,6,3,3,57,276,3,489,33,11,3,6
9/28/2014,Total probable cases,1654,45,68,0,41,5,0,7,443,307,5,593,133,4,3,0
9/28/2014,Total confirmed cases,921,33,66,0,47,6,0,6,281,39,0,356,77,2,4,4
9/28/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
9/28/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
