Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/24/2014,Specimens collected,,,,,,,,,,,,,,,,
11/24/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/24/2014,Total specimens tested,74,,,,,,,,,,,,,,,
11/24/2014,Newly reported deaths,15,1,2,0,0,1,0,0,0,0,0,11,0,0,0,0
11/24/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/24/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/24/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/24/2014,"Total death/s in confirmed, 
 probable, suspected cases",4181,127,220,15,79,64,5,9,261,682,4,2392,272,10,19,22
11/24/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/24/2014,Newly reported contacts,160,0,0,0,8,34,0,0,0,14,12,80,0,0,0,12
11/24/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/24/2014,Currently under follow-up,6232,166,211,56,81,352,1,72,66,2096,27,2987,0,0,30,87
11/24/2014,Contacts seen,5138,162,211,30,72,352,1,60,66,1105,27,2986,0,0,30,36
11/24/2014,"Contacts who completed 21 day 
 follow-up",123,0,6,1,4,24,0,0,1,0,0,72,0,0,0,15
11/24/2014,Contacts lost to follow-up,109,4,0,25,9,0,0,10,0,0,0,10,0,0,0,
11/24/2014,New admissions,7,0,0,,,,,,0,,,6,1,,,
11/24/2014,"Total no. currently in Treatment 
 Units",147,4,28,,,,,,0,,,108,7,,,
11/24/2014,Total discharges,,,,,,,,,,,,,,,,
11/24/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/24/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2014,Cumulative cases among HCW,344,18,30,0,8,8,1,0,22,69,1,172,12,2,0,1
11/24/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2014,Cumulative deaths among HCW,174,14,16,0,4,4,0,0,16,38,0,80,2,0,0,0
11/24/2014,New Case/s (Suspected),21,1,3,0,0,1,0,0,0,4,0,12,0,0,0,0
11/24/2014,New Case/s (Probable),4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
11/24/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/24/2014,Total suspected cases,2720,84,173,10,39,45,8,14,170,393,15,1659,80,6,9,15
11/24/2014,Total probable cases,1771,66,31,3,67,49,0,17,149,475,2,756,131,5,17,3
11/24/2014,Total confirmed cases,2753,135,105,7,33,39,2,4,325,350,4,1595,111,7,18,18
11/24/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/24/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/24/2014,"Cumulative confirmed, probable and suspected cases",7244,285,309,20,139,133,10,35,644,1218,21,4010,322,18,44,36
