Date,Variable,National,Bomi County,Bong County,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
7/1/2014,Specimens collected,3,0,0,0,3,0,0,0,0,0,0,0
7/1/2014,Specimens pending for testing,3,0,0,0,3,0,0,0,0,0,0,0
7/1/2014,Total specimens tested,4,0,0,0,0,0,0,4,0,0,0,0
7/1/2014,Newly reported deaths,5,0,0,0,1,0,0,4,0,0,0,0
7/1/2014,Total death/s in confirmed cases,30,0,0,0,15,2,0,13,0,0,0,0
7/1/2014,Total death/s in probable cases,17,0,0,0,7,0,0,10,0,0,0,0
7/1/2014,Total death/s in suspected cases,14,0,0,0,10,0,0,4,0,0,0,0
7/1/2014,"Total death/s in confirmed, probable, suspected cases",61,0,0,0,32,2,0,27,0,0,0,0
7/1/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,70.1,0,0,0,62.9,66.7,0,79.3,0,0,0,0
7/1/2014,Newly reported contacts,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2014,Total contacts listed,445,0,0,0,259,28,0,158,0,0,0,0
7/1/2014,Currently under follow-up,445,0,0,0,259,28,0,158,0,0,0,0
7/1/2014,Contacts seen,422,0,0,0,259,5,0,158,0,0,0,0
7/1/2014,Contacts who completed 21 day follow-up,17,0,0,0,17,0,0,0,0,0,0,0
7/1/2014,Contacts lost to follow-up,15,0,0,0,0,0,0,15,0,0,0,0
7/1/2014,New admissions,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2014,Total no. currently in Treatment Units,19,0,0,0,15,0,0,4,0,0,0,0
7/1/2014,Total discharges,3,0,0,0,3,0,0,0,0,0,0,0
7/1/2014,Cumulative admission/isolation,19,0,0,0,15,0,0,4,0,0,0,0
7/1/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,,0,0
7/1/2014,Cumulative cases among HCW,10,0,0,0,5,0,0,5,0,,0,0
7/1/2014,Newly Reported deaths in HCW,1,0,0,0,0,0,0,1,0,,0,0
7/1/2014,Cumulative deaths among HCW,8,0,0,0,3,0,0,5,0,,0,0
7/1/2014,New Case/s (Suspected),2,0,0,0,0,0,0,2,0,0,0,0
7/1/2014,New Case/s (Probable),0,0,0,0,0,0,0,0,0,0,0,0
7/1/2014,New case/s (confirmed),2,0,0,0,0,0,0,2,0,0,0,0
7/1/2014,Total suspected cases,33,0,0,0,29,0,0,4,0,0,0,0
7/1/2014,Total probable cases,19,0,0,0,8,2,0,9,0,0,0,0
7/1/2014,Total confirmed cases,48,0,0,0,27,1,0,20,0,0,0,0
7/1/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,4,0,0,0,4,0,0,0,0,0,0,0
7/1/2014,Total Number of Confirmed Cases of Guinean Nationality,0,0,0,0,0,0,0,0,0,0,0,0
