Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/7/2014,Specimens collected,,,,,,,,,,,,,,,,
10/7/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/7/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/7/2014,Newly reported deaths,31,0,3,1,2,0,0,1,0,3,0,21,0,0,0,0
10/7/2014,Total death/s in confirmed cases,1066,30,16,1,21,6,0,5,192,41,0,700,49,0,3,2
10/7/2014,Total death/s in probable cases,723,34,24,0,10,5,0,5,207,134,5,223,73,0,3,0
10/7/2014,Total death/s in suspected cases,516,5,108,0,8,9,2,7,39,84,4,227,15,6,2,0
10/7/2014,"Total death/s in confirmed, probable, suspected cases",2305,69,148,1,39,20,2,17,438,259,9,1150,137,6,8,2
10/7/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/7/2014,Newly reported contacts,261,0,19,0,0,0,0,0,0,16,0,226,0,0,0,0
10/7/2014,Total contacts listed,16168,734,930,88,334,222,20,69,807,2909,17,8976,840,31,113,78
10/7/2014,Currently under follow-up,7134,449,224,61,93,222,20,7,432,1867,17,3159,451,3,66,63
10/7/2014,Contacts seen,6398,0,224,45,93,222,0,0,392,1833,0,3138,451,0,0,0
10/7/2014,Contacts who completed 21 day follow-up,386,0,0,27,0,0,0,0,0,34,0,325,0,0,0,0
10/7/2014,Contacts lost to follow-up,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10/7/2014,New admissions,40,0,0,0,0,0,0,0,3,9,0,28,0,0,0,0
10/7/2014,Total no. currently in Treatment Units,265,,17,0,9,0,0,0,15,0,0,224,0,0,0,0
10/7/2014,Total discharges,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
10/7/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/7/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2014,Cumulative cases among HCW,199,6,26,0,3,3,0,0,23,42,0,84,10,2,0,0
10/7/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2014,Cumulative deaths among HCW,93,5,7,0,1,0,0,0,18,20,0,33,8,1,0,0
10/7/2014,New Case/s (Suspected),24,0,5,1,1,0,0,1,0,1,0,15,0,0,0,0
10/7/2014,New Case/s (Probable),30,0,2,2,3,1,0,1,3,4,0,8,6,0,0,0
10/7/2014,New case/s (confirmed),2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2014,Total suspected cases,1259,7,249,2,39,9,3,9,57,188,3,637,34,12,3,7
10/7/2014,Total probable cases,1872,47,88,2,48,11,0,11,458,355,5,697,140,4,3,3
10/7/2014,Total confirmed cases,937,33,70,2,47,6,0,6,285,39,0,358,78,3,4,6
10/7/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/7/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
