Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/19/14,Specimens collected,,,,,,,,,,,,,,,,
10/19/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/19/14,Total specimens tested,,,,,,,,,,,,,,,,
10/19/14,Newly reported deaths,8,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0
10/19/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/19/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/19/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/19/14,"Total death/s in confirmed, probable, suspected cases",2709,69,182,3,41,30,2,17,464,353,10,1382,137,6,8,5
10/19/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66.5,78,27,38,32,63,0,59,55,49,100,91,50,0,86,17
10/19/14,Newly reported contacts,71,0,0,0,0,53,0,0,0,3,0,15,0,0,0,0
10/19/14,Total contacts listed,18722,686,1307,121,399,211,56,69,756,3023,17,10962,893,31,113,78
10/19/14,Currently under follow-up,8209,470,215,71,295,189,3,7,350,1754,17,4247,488,3,66,34
10/19/14,Contacts seen,5110,0,215,0,0,189,0,0,0,0,0,4218,488,0,0,0
10/19/14,Contacts who completed 21 day follow-up,97,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
10/19/14,Contacts lost to follow-up,62,0,0,1,0,22,0,0,0,15,0,24,0,0,0,0
10/19/14,New admissions,29,0,0,0,0,0,0,0,0,3,0,22,4,0,0,0
10/19/14,Total no. currently in Treatment Units,228,0,24,0,0,0,0,0,0,0,0,192,12,0,0,0
10/19/14,Total discharges,40,0,28,0,0,0,0,0,0,0,0,6,6,0,0,0
10/19/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/19/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/14,Cumulative cases among HCW,228,6,26,0,3,3,0,0,23,58,0,96,10,2,0,1
10/19/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/19/14,New Case/s (Suspected),9,,0,,0,1,0,,0,0,,8,0,,,
10/19/14,New Case/s (Probable),10,,0,,0,2,0,,0,3,,5,0,,,
10/19/14,New case/s (confirmed),0,,0,,0,0,0,,0,0,,0,0,,,
10/19/14,Total suspected cases,,,,,,,,,,,,,,,,
10/19/14,Total probable cases,,,,,,,,,,,,,,,,
10/19/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/19/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/19/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/19/14,Cumulative (confirmed + probable + suspects),4693,95,481,10,143,41,3,41,816,622,8,2103,279,19,10,22
