Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/29/2014,Specimens collected,,,,,,,,,,,,,,,,
10/29/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/29/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/29/2014,Newly reported deaths,20,0,1,0,0,0,0,0,0,1,0,17,1,0,2,0
10/29/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/29/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/29/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/29/2014,"Total death/s in confirmed, probable, suspected cases",2609,84,77,3,50,31,3,22,345,504,14,1408,39,8,11,10
10/29/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/29/2014,Newly reported contacts,299,1,30,0,0,0,3,1,0,0,0,242,0,0,22,0
10/29/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/29/2014,Currently under follow-up,7220,468,69,0,0,187,0,0,169,1790,11,4180,224,0,39,83
10/29/2014,Contacts seen,6823,468,69,0,0,0,0,0,0,1790,0,4150,224,0,39,83
10/29/2014,"Contacts who completed 21 day follow-up",571,223,0,0,0,0,0,0,43,0,0,91,214,0,0,0
10/29/2014,Contacts lost to follow-up,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
10/29/2014,New admissions,,,,,,,,,,,,,,,,
10/29/2014,"Total no. currently in Treatment Units",204,,25,,,,,,3,,,166,10,,,
10/29/2014,Total discharges,,,,,,,,,,,,,,,,
10/29/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/29/2014,Newly Reported Cases in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2014,Cumulative cases among HCW,305,11,23,0,6,4,0,0,22,67,1,157,11,2,0,1
10/29/2014,Newly Reported deaths in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2014,Cumulative deaths among HCW,146,8,11,0,2,1,0,0,16,35,0,71,2,0,0,0
10/29/2014,New Case/s (Suspected),48,1,5,0,1,0,1,1,0,1,0,37,0,0,1,0
10/29/2014,New Case/s (Probable),21,0,0,0,1,0,0,0,0,6,0,14,0,0,0,0
10/29/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/29/2014,Total suspected cases,2447,62,160,6,39,25,2,14,168,360,13,1493,81,7,7,10
10/29/2014,Total probable cases,1612,43,35,2,70,9,0,14,151,478,2,674,125,4,2,3
10/29/2014,Total confirmed cases,2395,72,73,4,16,25,2,2,304,299,3,1469,101,7,4,14
10/29/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/29/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/29/2014,"Cumulative confirmed, probable and suspected cases",6454,177,268,12,125,59,4,30,623,1137,18,3636,307,18,13,27
