Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/14/2014,Specimens collected,0,,,,,,,,,,,,,,,
11/14/2014,Specimens pending for testing,0,,,,,,,,,,,,,,,
11/14/2014,Total specimens tested,0,,,,,,,,,,,,,,,
11/14/2014,Newly reported deaths,20,0,2,0,0,5,0,0,1,0,1,11,0,0,0,0
11/14/2014,Total death/s in confirmed cases,0,,,,,,,,,,,,,,,
11/14/2014,Total death/s in probable cases,0,,,,,,,,,,,,,,,
11/14/2014,Total death/s in suspected cases,0,,,,,,,,,,,,,,,
11/14/2014,"Total death/s in confirmed, 
 probable, suspected cases",2960,153,88,5,54,54,4,25,375,535,15,1559,50,8,24,11
11/14/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",0,,,,,,,,,,,,,,,
11/14/2014,Newly reported contacts,91,0,0,0,0,0,0,0,0,4,1,86,0,0,0,0
11/14/2014,Total contacts listed,0,,,,,,,,,,,,,,,
11/14/2014,Currently under follow-up,5566,0,169,54,43,184,0,0,139,1929,1,2882,51,0,91,23
11/14/2014,Contacts seen,5506,0,169,46,0,184,0,0,139,1929,1,2873,51,0,91,23
11/14/2014,"Contacts who completed 21 day 
 follow-up",156,0,6,0,0,0,0,1,0,0,0,149,0,0,0,0
11/14/2014,Contacts lost to follow-up,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11/14/2014,New admissions,31,0,4,,,,,,0,,,27,0,,,
11/14/2014,"Total no. currently in Treatment 
 Units",211,6,24,,,,,,0,,,172,9,,,
11/14/2014,Total discharges,19,0,6,,,,,,0,,,13,0,,,
11/14/2014,Cumulative admission/isolation,0,,,,,,,,,,,,,,,
11/14/2014,Newly Reported Cases in HCW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11/14/2014,Cumulative cases among HCW,340,18,28,0,7,7,1,0,22,69,1,172,12,2,0,1
11/14/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2014,Cumulative deaths among HCW,170,14,16,0,2,3,0,0,16,37,0,80,2,0,0,0
11/14/2014,New Case/s (Suspected),15,0,4,0,1,3,0,0,1,3,1,2,0,0,0,0
11/14/2014,New Case/s (Probable),5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
11/14/2014,New case/s (confirmed),0,,,,,,,,,,,,,,,
11/14/2014,Total suspected cases,2661,84,173,9,43,42,7,14,167,402,13,1599,80,7,11,10
11/14/2014,Total probable cases,1757,68,32,2,75,26,2,16,149,487,2,735,137,5,16,5
11/14/2014,Total confirmed cases,2642,131,97,6,22,29,2,4,325,330,4,1540,111,7,17,17
11/14/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",0,,,,,,,,,,,,,,,
11/14/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",0,,,,,,,,,,,,,,,
11/14/2014,"Cumulative confirmed, probable and suspected cases",7060,283,302,17,140,97,11,34,641,1219,19,3874,328,19,44,32
