Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
9/21/2014,Specimens collected,,,,,,,,,,,,,,,,
9/21/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
9/21/2014,Total specimens tested,,,,,,,,,,,,,,,,
9/21/2014,Newly reported deaths,33,0,8,0,0,0,0,0,3,2,0,17,3,0,0,0
9/21/2014,Total death/s in confirmed cases,726,27,12,0,16,6,0,3,179,38,0,397,43,0,3,2
9/21/2014,Total death/s in probable cases,594,30,20,0,6,3,0,2,188,109,5,167,61,0,3,0
9/21/2014,Total death/s in suspected cases,389,0,52,0,5,5,2,0,38,69,3,194,13,6,2,0
9/21/2014,"Total death/s in confirmed, probable, suspected cases",1709,57,84,0,27,14,2,5,405,216,8,758,117,6,8,2
9/21/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
9/21/2014,Newly reported contacts,148,0,0,0,0,0,0,0,0,44,0,104,0,0,0,0
9/21/2014,Total contacts listed,11332,357,744,0,221,80,0,0,591,1746,6,6784,651,19,75,58
9/21/2014,Currently under follow-up,6116,277,256,0,144,77,0,11,298,1746,6,2860,351,4,28,58
9/21/2014,Contacts seen,5371,0,256,0,0,0,0,0,298,1746,0,2720,351,0,0,0
9/21/2014,Contacts who completed 21 day follow-up,124,0,9,0,0,0,0,0,0,74,0,41,0,0,0,0
9/21/2014,Contacts lost to follow-up,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
9/21/2014,New admissions,44,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0
9/21/2014,Total no. currently in Treatment Units,219,0,5,0,0,0,0,0,30,0,0,184,0,0,0,0
9/21/2014,Total discharges,20,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0
9/21/2014,Cumulative admission/isolation,222,0,8,0,0,0,0,0,30,0,0,184,0,0,0,0
9/21/2014,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9/21/2014,Cumulative cases among HCW,180,6,26,0,3,3,0,0,21,42,0,72,7,0,0,0
9/21/2014,Newly Reported deaths in HCW,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,Cumulative deaths among HCW,85,5,7,0,1,0,0,0,17,20,0,33,2,0,0,0
9/21/2014,New Case/s (Suspected),19,0,7,0,0,0,0,0,0,4,0,8,0,0,0,0
9/21/2014,New Case/s (Probable),30,0,0,0,0,0,0,0,0,17,0,9,4,0,0,0
9/21/2014,New case/s (confirmed),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9/21/2014,Total suspected cases,920,7,156,1,29,6,3,0,53,231,3,383,31,9,3,5
9/21/2014,Total probable cases,1468,45,64,0,34,5,0,0,429,268,5,497,115,3,3,0
9/21/2014,Total confirmed cases,884,33,53,0,43,6,0,0,275,37,0,352,77,0,4,4
9/21/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
9/21/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
