Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/24/14,Specimens collected,,,,,,,,,,,,,,,,
10/24/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/24/14,Total specimens tested,,,,,,,,,,,,,,,,
10/24/14,Newly reported deaths,40,,5,0,0,0,2,2,2,0,0,29,0,0,0,0
10/24/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/24/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/24/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/24/14,"Total death/s in confirmed, probable, suspected cases",2104,47,41,3,49,24,2,20,342,457,8,1060,26,7,8,10
10/24/14,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/24/14,Newly reported contacts,241,0,0,0,6,0,0,20,0,10,0,205,0,0,0,0
10/24/14,Total contacts listed,,,,,,,,,,,,,,,,
10/24/14,Currently under follow-up,7561,0,0,0,12,0,0,0,298,1780,0,4990,480,0,1,0
10/24/14,Contacts seen,7476,0,0,0,12,0,0,0,298,1780,0,4906,480,0,0,0
10/24/14,"Contacts who completed 21 day follow-up",232,0,0,0,0,0,0,0,21,0,0,205,6,0,0,0
10/24/14,Contacts lost to follow-up,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1
10/24/14,New admissions,,,,,,,,,,,,,,,,
10/24/14,"Total no. currently in Treatment Units",324,,,,,,,,,,,,,,,
10/24/14,Total discharges,,,,,,,,,,,,,,,,
10/24/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/24/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/14,Cumulative cases among HCW,299,11,23,0,5,4,0,0,22,66,1,153,11,2,0,1
10/24/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/14,Cumulative deaths among HCW,123,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/24/14,New Case/s (Suspected),23,,3,0,0,0,0,0,0,1,0,19,0,0,0,0
10/24/14,New Case/s (Probable),12,,0,0,0,0,0,0,0,1,0,11,0,0,0,0
10/24/14,New case/s (confirmed),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/14,Total suspected cases,2429,75,161,6,36,28,2,12,168,347,10,1480,82,7,5,10
10/24/14,Total probable cases,1592,,38,35,2,69,9,0,13,151,493,2,672,100,4,1
10/24/14,Total confirmed cases,2232,60,69,4,16,22,2,2,304,279,2,1349,98,7,4,14
10/24/14,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/24/14,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/24/14,"Cumulative confirmed, probable and suspected cases",6253,173,265,12,121,59,4,27,623,1119,14,3501,280,18,10,27
