Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/9/2014,Specimens collected,,,,,,,,,,,,,,,,
10/9/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/9/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/9/2014,Newly reported deaths,45,0,5,0,0,0,0,0,2,7,0,30,0,0,0,1
10/9/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,8,3
10/9/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/9/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/9/2014,"Total death/s in confirmed, probable, suspected cases",2389,69,158,2,40,22,2,17,441,268,9,1207,137,6,,
10/9/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/9/2014,Newly reported contacts,371,0,25,0,0,0,0,0,59,54,0,233,0,0,0,0
10/9/2014,Total contacts listed,16793,782,955,88,334,229,20,69,866,2972,17,9399,840,31,113,78
10/9/2014,Currently under follow-up,7384,470,259,67,93,229,20,7,436,1895,17,3308,451,3,66,63
10/9/2014,Contacts seen,6220,468,259,52,0,0,0,0,436,1738,0,3267,0,0,0,0
10/9/2014,Contacts who completed 21 day follow-up,622,216,0,1,0,0,0,0,2,157,0,246,0,0,0,0
10/9/2014,Contacts lost to follow-up,17,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0
10/9/2014,New admissions,99,0,5,0,2,0,0,0,6,4,0,82,,,,
10/9/2014,Total no. currently in Treatment Units,511,14,17,0,6,0,0,0,20,4,0,449,,,,
10/9/2014,Total discharges,10,0,8,0,0,0,0,0,0,2,0,0,,,,
10/9/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/9/2014,Newly Reported Cases in HCW,3,0,0,0,0,0,0,0,0,0,0,3,,,,
10/9/2014,Cumulative cases among HCW,202,6,26,0,3,3,0,0,23,42,0,87,,,,
10/9/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,1,,,,
10/9/2014,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,18,20,0,34,,,,
10/9/2014,New Case/s (Suspected),30,0,9,0,0,0,0,0,0,5,0,15,0,0,0,1
10/9/2014,New Case/s (Probable),27,0,1,0,0,0,0,0,6,4,0,16,0,0,0,0
10/9/2014,New case/s (confirmed),3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
10/9/2014,Total suspected cases,,,,,,,,,,,,,,,,
10/9/2014,Total probable cases,,,,,,,,,,,,,,,,
10/9/2014,Total confirmed cases,,,,,,,,,,,,,,,,
10/9/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/9/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/9/2014,Cumulative (confirmed + probable + suspects),4182,94,430,6,135,27,3,26,808,599,8,1748,252,19,10,17
