Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/12/14,Specimens collected,,,,,,,,,,,,,,,,
10/12/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/12/14,Total specimens tested,,,,,,,,,,,,,,,,
10/12/14,Newly reported deaths,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
10/12/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/12/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/12/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/12/14,"Total death/s in confirmed, probable, suspected cases",2451,69,165,2,40,24,2,17,448,268,9,1253,137,6,8,3
10/12/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66,78,26,50,33,71,0,59,54,44,100,93,56,0,86,20
10/12/14,Newly reported contacts,46,0,0,0,0,0,0,0,0,0,0,35,0,0,0,11
10/12/14,Total contacts listed,17095,782,972,88,335,230,20,69,878,2973,17,9669,840,31,113,78
10/12/14,Currently under follow-up,7136,470,161,67,94,209,20,7,448,1723,17,3353,435,3,66,63
10/12/14,Contacts seen,6391,0,161,0,94,221,0,0,445,1723,0,3249,435,0,0,63
10/12/14,Contacts who completed 21 day follow-up,452,0,0,0,0,21,0,0,0,0,0,26,405,0,0,0
10/12/14,Contacts lost to follow-up,16,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0
10/12/14,New admissions,,,,,,,,,,,,,,,,
10/12/14,Total no. currently in Treatment Units,436,0,16,0,6,0,0,0,15,0,0,394,5,0,0,0
10/12/14,Total discharges,75,0,4,0,0,0,0,0,0,0,0,71,0,0,0,0
10/12/14,Cumulative admission/isolation,326,6,64,0,10,0,0,0,15,0,0,224,5,0,0,2
10/12/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/14,Cumulative cases among HCW,207,6,26,0,3,3,0,0,23,45,0,89,10,2,0,0
10/12/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/14,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,18,20,0,34,8,1,0,0
10/12/14,New Case/s (Suspected),3,,0,,0,,,,,1,,2,0,,,
10/12/14,New Case/s (Probable),8,,0,,1,,,,,3,,4,0,,,
10/12/14,New case/s (confirmed),0,,0,,0,,,,,0,,0,0,,,
10/12/14,Total suspected cases,,,,,,,,,,,,,,,,
10/12/14,Total probable cases,,,,,,,,,,,,,,,,
10/12/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/12/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/12/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/12/14,Cumulative (confirmed + probable + suspects),4247,94,444,6,137,30,3,26,808,600,8,1791,253,19,10,18
