Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/30/2014,Specimens collected,,,,,,,,,,,,,,,,
10/30/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/30/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/30/2014,Newly reported deaths,29,0,1,,0,1,,0,0,3,0,24,0,0,0,0
10/30/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/30/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/30/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/30/2014,"Total death/s in confirmed, probable, suspected cases",2636,84,76,3,50,43,3,22,345,508,14,1419,39,8,12,10
10/30/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/30/2014,Newly reported contacts,274,1,48,,0,1,,0,0,0,0,224,0,0,0,0
10/30/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/30/2014,Currently under follow-up,7297,468,117,,11,188,,0,114,1783,0,4273,224,0,39,80
10/30/2014,Contacts seen,7013,468,117,,11,188,,0,114,1783,0,4252,0,0,0,80
10/30/2014,"Contacts who completed 21 day follow-up",94,0,0,,1,0,,0,0,0,0,93,0,0,0,0
10/30/2014,Contacts lost to follow-up,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10/30/2014,New admissions,34,0,0,,,,,,0,,,34,0,,,
10/30/2014,"Total no. currently in Treatment Units",279,0,25,,,,,,0,,,244,10,,,
10/30/2014,Total discharges,53,0,0,,,,,,0,,,47,6,,,
10/30/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/30/2014,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/30/2014,Cumulative cases among HCW,156,9,12,0,2,2,0,0,16,36,0,77,2,0,0,0
10/30/2014,Newly Reported deaths in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/30/2014,Cumulative deaths among HCW,315,11,23,0,6,5,0,0,22,68,1,165,11,2,0,1
10/30/2014,New Case/s (Suspected),28,1,6,,0,0,,0,0,4,0,17,0,0,0,0
10/30/2014,New Case/s (Probable),16,0,2,,0,3,,0,0,4,0,6,1,0,0,0
10/30/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/30/2014,Total suspected cases,2438,61,150,6,39,28,2,14,168,364,13,1489,79,7,8,10
10/30/2014,Total probable cases,1610,43,33,2,70,19,0,13,151,474,2,671,123,4,2,3
10/30/2014,Total confirmed cases,2437,73,78,4,16,27,2,3,304,310,3,1486,106,7,4,14
10/30/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/30/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/30/2014,"Cumulative confirmed, probable and suspected cases",6485,177,261,12,125,74,4,30,623,1148,18,3646,308,18,14,27
