Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
11/4/2014,Specimens collected,91,,,,,,,,,,,,,,,
11/4/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/4/2014,Total specimens tested,,,,,,,,,,,,,,,,
11/4/2014,Newly reported deaths,24,0,0,1,0,3,0,1,0,1,0,18,0,0,0,0
11/4/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/4/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/4/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/4/2014,"Total death/s in confirmed, 
 probable, suspected cases",1179,50,38,2,6,14,1,3,214,145,3,663,26,5,4,5
11/4/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/4/2014,Newly reported contacts,186,0,0,0,1,1,0,5,0,6,0,173,0,0,0,0
11/4/2014,Total contacts listed,5695,39,102,48,40,211,0,5,89,1730,11,3199,173,0,0,48
11/4/2014,Currently under follow-up,,,,,,,,,,,,,,,,
11/4/2014,Contacts seen,5570,0,102,48,40,211,0,5,89,1730,0,3196,101,0,0,48
11/4/2014,"Contacts who completed 21 day 
 follow-up",373,0,0,12,0,0,0,0,0,92,35,150,52,0,0,32
11/4/2014,Contacts lost to follow-up,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11/4/2014,New admissions,28,,1,,,,,,0,,,25,2,,,
11/4/2014,"Total no. currently in Treatment 
 Units",230,,15,,,,,,1,,,205,6,,,
11/4/2014,Total discharges,11,,3,,,,,,0,,,8,0,,,
11/4/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/4/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2014,Cumulative cases among HCW,318,11,23,0,6,5,0,0,22,68,1,167,12,,,
11/4/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2014,Cumulative deaths among HCW,,,,,,,,,,,,,,,,
11/4/2014,New Case/s (Suspected),23,0,2,6,0,1,0,0,0,2,0,12,0,0,0,0
11/4/2014,New Case/s (Probable),3,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0
11/4/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/4/2014,Total suspected cases,1629,42,32,2,67,21,0,13,151,475,2,683,132,4,2,3
11/4/2014,Total probable cases,2514,82,88,6,20,27,2,3,322,317,4,1508,109,7,5,14
11/4/2014,Total confirmed cases,2766,92,79,5,50,43,3,22,365,520,14,1493,48,8,14,10
11/4/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/4/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/4/2014,"Cumulative confirmed, probable and suspected cases",6619,188,267,15,127,76,4,30,642,1159,18,3711,320,18,17,27
