Date,Variable,National,Bomi County,Bong County,Gbarpolu County,Grand Bassa,Grand Cape Mount,Grand Gedeh,Grand Kru,Lofa County,Margibi County,Maryland County,Montserrado County,Nimba County,River Gee County,RiverCess County,Sinoe County
10/28/2014,Specimens collected,,,,,,,,,,,,,,,,
10/28/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/28/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/28/2014,Newly reported deaths,30,0,2,1,0,0,0,2,1,1,0,23,0,0,0,0
10/28/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/28/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/28/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/28/2014,"Total death/s in confirmed, probable, suspected cases",2471,79,3,50,28,3,22,344,489,11,1308,37,3,8,8,10
10/28/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/28/2014,Newly reported contacts,201,0,0,0,0,16,0,0,0,0,0,185,0,0,0,0
10/28/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/28/2014,Currently under follow-up,5396,470,39,73,0,187,0,0,169,0,11,4341,0,0,23,83
10/28/2014,Contacts seen,5354,468,39,47,0,187,0,0,169,0,11,4327,0,0,23,83
10/28/2014,"Contacts who completed 21 day follow-up",936,216,31,117,0,172,0,0,0,0,35,358,0,0,0,7
10/28/2014,Contacts lost to follow-up,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
10/28/2014,New admissions,,,,,,,,,,,,,,,,
10/28/2014,"Total no. currently in Treatment Units",209,,22,,,,,,,,,187,,,,
10/28/2014,Total discharges,,,,,,,,,,,,,,,,
10/28/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/28/2014,Newly Reported Cases in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2014,Cumulative cases among HCW,305,11,23,0,6,4,0,0,22,67,1,157,11,2,0,1
10/28/2014,Newly Reported deaths in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2014,Cumulative deaths among HCW,146,8,11,0,2,1,0,0,16,35,0,71,2,0,0,0
10/28/2014,New Case/s (Suspected),30,0,6,1,0,1,0,0,1,3,0,18,0,0,0,0
10/28/2014,New Case/s (Probable),25,0,0,0,1,0,0,0,0,7,0,13,0,0,0,4
10/28/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/28/2014,Total suspected cases,2452,60,160,6,38,26,2,14,168,355,12,1505,82,7,7,10
10/28/2014,Total probable cases,1642,44,35,2,69,10,0,14,151,490,2,690,126,4,2,3
10/28/2014,Total confirmed cases,2304,70,73,4,16,23,2,2,304,289,2,1395,99,7,4,14
10/28/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/28/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/28/2014,"Cumulative confirmed, probable and suspected cases",6398,174,268,12,123,59,4,30,623,1134,16,3590,307,18,13,27
