NA -5000 -4691.63 -4383.26 -4074.9 -3766.53 -3458.16 -3149.79 -2841.43 -2533.06 -2224.69 -1916.32 -1607.96 -1299.59 -991.22 -682.85 -374.49 -66.12 242.25 550.62 858.98 1167.35 1475.72 1784.09 2092.46 2400.82 2709.19 3017.56 3325.93 3634.29 3942.66 4251.03 4559.4 4867.76 5176.13 5484.5 5792.87 6101.23 6409.6 6717.97 7026.34 7334.7 7643.07 7951.44 8259.81 8568.18 8876.54 9184.91 9493.28 9801.65 10110.01 10418.38 10726.75 11035.12 11343.48 11651.85 11960.22 12268.59 12576.95 12885.32 13193.69 13502.06 13810.42 14118.79 14427.16 14735.53 15043.9 15352.26 15660.63 15969 16277.37 16585.73 16894.1 17202.47 17510.84 17819.2 18127.57 18435.94 18744.31 19052.67 19361.04 19669.41 19977.78 20286.14 20594.51 20902.88 21211.25 21519.61 21827.98 22136.35 22444.72 22753.09 23061.45 23369.82 23678.19 23986.56 24294.92 24603.29 24911.66 25220.03 25528.39 25836.76 26145.13 26453.5 26761.86 27070.23 27378.6 27686.97 27995.33 28303.7 28612.07 28920.44 29228.81 29537.17 29845.54 30153.91 30462.28 30770.64 31079.01 31387.38 31695.75 32004.11 32312.48 32620.85 32929.22 33237.58
-5000 3442.02 3433.66 3474.72 3527.62 3583.15 3690.12 3831.46 4008.84 3833.52 3740.32 3651.76 3625.59 3581.31 3584.85 3653.85 3771.92 3739.27 3774.96 3858.19 3901.57 3791.46 3858.84 3763.83 3614.39 3475.46 3318.47 3290.4 3275.74 3321.16 3388.52 3465.02 3572.94 3781.21 3910.84 4046.63 4180.95 4215.46 4239.44 4253.6 4107.38 3962.49 3824.67 3821.16 3777 3730.13 3846.05 3641.19 3617.89 3616.05 3567.66 3612.01 3642.68 3658.68 3644.61 3683.93 3645.48 3484.59 3399.57 3366.38 3317.22 3361.03 3403.9 3449.71 3471.24 3511.09 3615.72 3523.71 3475.36 3517.74 3607.4 3637.28 3495.16 3389.45 3276 3205.56 3249.73 3313.41 3352.16 3413.89 3473.53 3602.2 3711.08 3605.28 3534.61 3622.89 3815.57 3679.98 3695.62 3719.61 3697.55 3535.53 3459.3 3429.22 3308.51 3218.75 3129.14 3129.14 3129.14 3165.4 3212.33 3245.99 3302.46 3332.85 3418.26 3423.29 3458.49 3530.96 3449.78 3245.98 3136.93 3061.23 3085.89 3103.92 3142.45 3258.73 3296.43 3335.77 3388.54 3377.03 3404.31 3426.26 3381.8 3418.05 3569.12 3754.73
-4759.38 3405.59 3529.49 3584.51 3636.79 3667.62 3800.93 3908.99 3916.97 3798.96 3721.66 3685.95 3625.24 3572.44 3537.21 3557.56 3613.57 3664.1 3690.56 3797.28 3806.59 3687.82 3729.75 3841.36 3653.04 3443.87 3296.38 3277.09 3266.28 3366.28 3475.17 3573.55 3700.7 3793.88 4009.78 4169.41 4266.67 4150.03 4123.59 4141.4 4059.81 3897.04 3792.77 3781.84 3765.43 3711.7 3799.04 3623.75 3585.62 3613.44 3552.07 3557.69 3595.38 3612.57 3633.88 3642.42 3669.42 3592.4 3459.94 3364.98 3294.34 3294.46 3378.29 3431.03 3460.11 3487.3 3551.82 3487.25 3427.02 3480.99 3582.75 3627.23 3520.86 3397.89 3283.35 3188.78 3212.13 3326.61 3437.39 3512.53 3601.8 3693.67 3746.94 3541.93 3526.23 3544.69 3601.33 3602.9 3573.18 3748.15 3721.51 3610.57 3521.49 3568.43 3486.96 3341.93 3229.17 3129.14 3129.14 3129.14 3129.14 3129.14 3164.98 3212.24 3291.62 3346.97 3395.32 3442.64 3473.5 3381.99 3217.74 3094.9 3046.83 3051.15 3104.95 3217.54 3274.79 3324.88 3366.62 3355.71 3375.44 3326.51 3324.13 3368.35 3582.21 3730.51
-4518.76 3495.23 3605.32 3723.9 3780.86 3821.34 3905.38 4018.27 3884.18 3830.8 3734.47 3679.44 3644.85 3611.24 3536.55 3506.8 3514.63 3543.74 3588.85 3693.48 3717.55 3634.24 3601.92 3702.62 3580.32 3377.71 3253.38 3224.77 3289.01 3424.77 3598.56 3629.8 3813.22 3900.33 4095.27 4279.11 4229.71 4099.08 4064.31 4070.4 4077 3889.59 3789.86 3760.21 3747.69 3677.42 3709.21 3615.4 3519.27 3602.21 3537.16 3536.57 3528.34 3519.88 3535.29 3581.2 3670.43 3622.24 3530.3 3401.11 3313.76 3249.25 3340.87 3406.88 3426.27 3438.7 3509.84 3546.87 3427.95 3455.29 3469.51 3601.04 3520.49 3400.02 3293.6 3186.51 3174.21 3307.5 3430.01 3577.88 3678.71 3766.17 3662.44 3639.15 3535.49 3479.96 3506.41 3560.36 3534.9 3607.97 3646.11 3713.4 3704.62 3703.87 3643.7 3524.17 3400.29 3260.65 3131.01 3129.14 3129.14 3129.14 3129.14 3129.14 3151.76 3222.64 3333.75 3401.66 3379.73 3444.5 3337.9 3189.4 3060.02 3024.4 3039.85 3152.8 3245.17 3311.66 3336.62 3294.4 3281.49 3280.17 3314.56 3413.85 3578.48 3715.05
-4278.13 3540.91 3689.02 3798.15 3905.73 3964.91 4032.95 4148.15 3983.67 3827.9 3794.98 3696.32 3660.9 3626.62 3583.39 3508.76 3481.52 3450.31 3439.95 3498.53 3553.15 3562.75 3524.29 3605.97 3432.92 3305.76 3218.81 3218.3 3345.46 3515.06 3705.85 3658.78 3767.27 3941.31 4120.41 4136.13 4173.78 4055.03 4000.93 3976.21 4045.61 3960.15 3847.46 3729.95 3709.05 3660.56 3637.67 3652.79 3504.88 3479.59 3501.62 3496.66 3433.83 3469.78 3489.16 3571.6 3650.47 3600.85 3524.39 3479.11 3363.21 3254.39 3263.93 3379.33 3412.29 3414.1 3480.25 3541.87 3401.2 3376.62 3359.99 3455.42 3541.06 3424.3 3312.63 3184.07 3162.92 3233.47 3351.57 3475.36 3639.23 3630.32 3519.9 3564.11 3564.98 3445.6 3481.68 3521.95 3483.58 3483.17 3606.11 3709.74 3717.74 3693.08 3539.74 3644.49 3501.66 3368.7 3257.64 3191.22 3145.54 3129.14 3129.14 3129.14 3128.84 3112.29 3253.06 3302.39 3306.23 3388.04 3356.19 3265.25 3155.76 3024.65 3008.81 3098.19 3184.24 3278.91 3281.46 3236.55 3241.54 3265.98 3361.78 3495.75 3591.85 3691.64
-4037.51 3574.45 3720.25 3904.72 3926.3 4002.22 4087.53 4139.43 4074.61 3856.38 3786.5 3727.2 3683.47 3641.82 3624.52 3580.53 3533.28 3489.42 3439.52 3402.06 3448.67 3451.99 3434.73 3439.26 3347.57 3226.52 3196.9 3264.89 3416.15 3597.8 3764.32 3813.35 3865.82 4017.39 4014.94 4016.7 4109.91 4002.48 3895.87 3867.06 3903.92 3856.75 3833.45 3728.73 3683.13 3641.29 3623.32 3677.73 3527.09 3476.83 3454.8 3475.59 3424.54 3454.09 3510.26 3623.79 3622.1 3596.13 3574.34 3557.21 3413.83 3277.34 3205.75 3294.29 3334.79 3348.94 3390.69 3522.75 3357.69 3290.86 3332.31 3408.29 3443.3 3360.24 3273.21 3171.53 3153.23 3226.97 3357.53 3448.22 3535.7 3544.1 3434.24 3540.9 3637.44 3450.3 3427.48 3469.99 3456.31 3487.91 3538.91 3551.7 3533.09 3545.39 3420.17 3505.26 3454.81 3475.26 3389.38 3341.96 3310.05 3289.38 3233.13 3129.14 3084.67 3061.94 3082.88 3148.45 3176.52 3219.14 3278.77 3266.78 3225.83 3057.41 2996.94 3055.74 3148.04 3237.13 3197.69 3207.52 3265.04 3325.67 3424.89 3495.84 3570.25 3653.65
-3796.89 3667.96 3800.65 3802.47 3850.23 3990.15 3955.5 4029.73 4125.13 3933.55 3782.08 3740.4 3794.68 3801.7 3789.23 3670.33 3608.86 3543.14 3483.34 3415.92 3362.83 3339.36 3347.74 3305.91 3265.88 3171.21 3183.23 3306.3 3459.34 3565.01 3735.57 3908.17 3946.05 4089.35 3964.31 3929.48 4047.61 3960.71 3890.84 3796.43 3817.61 3791.59 3773.18 3784.49 3655.34 3619.36 3597.45 3566.67 3495.41 3462.47 3447.35 3427.65 3418.96 3453.29 3542.94 3608.91 3607.84 3612.98 3635 3600.03 3485.68 3344.34 3210.53 3200.26 3300.36 3340.16 3394.3 3507.6 3385.15 3305.16 3282.04 3343.75 3369.49 3303.04 3189.66 3135.84 3146.8 3233.98 3348.23 3402.04 3484.95 3428.89 3392.65 3527.36 3682.32 3490.12 3392.1 3374.66 3392.04 3384.44 3367.54 3362.21 3336.17 3345.76 3358.89 3328.42 3320.23 3357.91 3318.63 3305.58 3298.92 3338.59 3316.93 3187.2 3105.38 3053.6 3035.57 3057.68 3031.13 3056.21 3145.83 3164.53 3237.5 3116.43 2985.5 3017.31 3105.14 3148.36 3136.69 3145.96 3229.55 3339.65 3345.88 3450.55 3536.44 3614.32
-3556.27 3652.45 3658.75 3675.11 3770.41 3885.2 3877.39 3962.45 4059.13 4045.85 3948.02 3934.87 3911.87 3915.56 3880.4 3806.38 3673.73 3652.57 3556.52 3524.1 3444.46 3379.79 3328.92 3278.51 3185.89 3128.18 3229.71 3389.81 3483.3 3629.85 3760.76 3938.96 4103.49 4120.75 3937.44 3866.22 3929.3 3892.29 3879.44 3799.47 3753.77 3728.43 3728.27 3754.07 3634.17 3581.35 3584.82 3557.74 3452.1 3454.98 3428.99 3415.94 3399.6 3472.79 3576.16 3576.45 3572.01 3624.7 3645.16 3620.53 3541.31 3380.56 3255.84 3163.51 3226.79 3308.44 3374.33 3423.27 3474.04 3339 3273.43 3283.09 3266.25 3244.69 3138.93 3117.97 3157.14 3244.94 3348.01 3409.16 3502.53 3386 3425.07 3586.29 3674.2 3536.26 3438.77 3347.57 3326.64 3318.71 3292 3262.7 3242.78 3240.51 3238.29 3221.68 3194.36 3203.28 3199.58 3183.95 3183.79 3212.46 3241.68 3233.14 3147.5 3086.08 3062.27 3031.46 2947.91 2975.07 2984.07 3033.96 3107.77 3143.18 2977.64 3014.55 3052.69 3089.71 3112.9 3157.67 3242.93 3275.05 3341.07 3416.85 3488.37 3550.2
-3315.65 3509.39 3534.18 3659.62 3811.98 3802.56 3826.85 3922.96 3961.56 4059.66 4138.25 4074.18 4028.32 4056.87 3956.09 3874.5 3848.11 3804.27 3735.23 3673.76 3608.98 3567.97 3445.46 3343.58 3217.3 3121.29 3250.52 3431.96 3529.65 3616.88 3751.01 3888.62 4043.69 4061.94 3859.34 3822.16 3810.12 3748.08 3816.24 3806.73 3715.96 3700.95 3705.84 3679.31 3605.47 3565.34 3547.34 3499.27 3425.99 3411.94 3391 3361.47 3397.51 3510.67 3498.47 3469.26 3486.69 3596.21 3645.67 3624.31 3549.77 3439.97 3331.19 3200.51 3146.8 3247.81 3322.94 3353.02 3384.29 3389.8 3303.27 3249.8 3226.99 3161.47 3104.62 3124.9 3185.32 3283.62 3380.23 3407.22 3348.91 3329.04 3453.81 3572.25 3629.65 3574.66 3514.7 3423.1 3342.48 3289.86 3264.66 3249.23 3235 3235.44 3233.04 3206.14 3190.84 3194.53 3185.73 3193.65 3178.4 3164.86 3170.31 3157.87 3125.5 3131.21 3120.25 3049.77 2954.65 2904.81 2892.38 2905.05 2956.56 3102.71 2981.42 3017.71 2964.05 3024.72 3105.04 3147.67 3212.41 3246.74 3315.15 3369.81 3456.32 3413.21
-3075.02 3441.85 3576.31 3727.35 3817.02 3732.56 3770.94 3805.9 3885.9 4065.69 4244.16 4231.29 4164.13 4199.38 4104.88 3976.74 3966.47 3952.48 3913.03 3841.78 3821.16 3707.17 3557.43 3402.26 3231.81 3116.66 3213.87 3399.52 3547.28 3657.57 3751.21 3838.02 3950.45 4018.15 3820.74 3754.64 3703.54 3702.41 3754.74 3759.95 3690.01 3668.25 3680.17 3665 3560.93 3561.43 3532.48 3475.58 3432.48 3414.37 3372.48 3352.73 3402.22 3457.66 3434.63 3385.46 3454.16 3483.75 3581.84 3628.46 3574.72 3489.6 3387.99 3278.29 3153.47 3139.48 3222.43 3289.49 3306.58 3341.33 3348.3 3261.06 3182.95 3111.62 3086.3 3135.92 3223.44 3317.32 3308.55 3339.82 3302.43 3357.72 3414.06 3430.64 3505.28 3590.52 3565.46 3513.94 3429.26 3364.09 3348.3 3358.66 3371.98 3369.16 3339.93 3313.75 3300.06 3294.87 3287.83 3290.34 3255.45 3204.92 3178.31 3156.8 3180.49 3203.88 3138.85 3075.6 3028.53 2954.04 2915.81 2883.18 2883.06 2970.13 2990.96 2987.9 2937.26 2974.75 3081.63 3133.69 3185.46 3229.6 3305.6 3366.13 3381.04 3350.5
